주택건설실적통계(준공)(Statistics on Housing Construction(completion)) / 주택규모별 주택건설 준공실적(월계) (201007 ~ 202509),,,,,,,
다운로드 시간 : 2025-11-16   16:03,,,,,,,
,검색기간  : 202303 ~ 202509,검색분야 : 주택,작성주기 : 매월,,,,
2023-03,충북,40~60㎡이하,12,,,,
2023-03,충북,60~85㎡이하,50,,,,
2023-03,충북,85~135㎡이하,82,,,,
2023-03,충북,135㎡초과,84,,,,
2023-03,충남,계,"1,280",,,,
2023-03,충남,40㎡이하,12,,,,
2023-03,충남,40~60㎡이하,21,,,,
2023-03,충남,60~85㎡이하,"1,029",,,,
2023-03,충남,85~135㎡이하,130,,,,
2023-03,충남,135㎡초과,88,,,,
2023-03,전북,계,645,,,,
2023-03,전북,40㎡이하,6,,,,
2023-03,전북,40~60㎡이하,63,,,,
2023-03,전북,60~85㎡이하,466,,,,
2023-03,전북,85~135㎡이하,49,,,,
2023-03,전북,135㎡초과,61,,,,
2023-03,전남,계,"2,330",,,,
2023-03,전남,40㎡이하,21,,,,
2023-03,전남,40~60㎡이하,19,,,,
2023-03,전남,60~85㎡이하,"1,825",,,,
2023-03,전남,85~135㎡이하,394,,,,
2023-03,전남,135㎡초과,71,,,,
2023-03,경북,계,290,,,,
2023-03,경북,40㎡이하,11,,,,
2023-03,경북,40~60㎡이하,50,,,,
2023-03,경북,60~85㎡이하,53,,,,
2023-03,경북,85~135㎡이하,130,,,,
2023-03,경북,135㎡초과,46,,,,
2023-03,경남,계,259,,,,
2023-03,경남,40㎡이하,7,,,,
2023-03,경남,40~60㎡이하,7,,,,
2023-03,경남,60~85㎡이하,36,,,,
2023-03,경남,85~135㎡이하,123,,,,
2023-03,경남,135㎡초과,86,,,,
2023-03,제주,계,339,,,,
2023-03,제주,40㎡이하,3,,,,
2023-03,제주,40~60㎡이하,26,,,,
2023-03,제주,60~85㎡이하,94,,,,
2023-03,제주,85~135㎡이하,75,,,,
2023-03,제주,135㎡초과,141,,,,
2023-03,세종,계,20,,,,
2023-03,세종,40㎡이하,,,,,
2023-03,세종,40~60㎡이하,,,,,
2023-03,세종,60~85㎡이하,5,,,,
2023-03,세종,85~135㎡이하,3,,,,
2023-03,세종,135㎡초과,12,,,,
2023-04,총계,계,"34,835",,,,
2023-04,총계,40㎡이하,"3,540",,,,
2023-04,총계,40~60㎡이하,"9,303",,,,
2023-04,총계,60~85㎡이하,"16,721",,,,
2023-04,총계,85~135㎡이하,"3,880",,,,
2023-04,총계,135㎡초과,"1,391",,,,
2023-04,수도권소계,계,"21,107",,,,
2023-04,수도권소계,40㎡이하,"3,268",,,,
2023-04,수도권소계,40~60㎡이하,"6,689",,,,
2023-04,수도권소계,60~85㎡이하,"7,520",,,,
2023-04,수도권소계,85~135㎡이하,"2,946",,,,
2023-04,수도권소계,135㎡초과,684,,,,
2023-04,서울,계,"2,851",,,,
2023-04,서울,40㎡이하,744,,,,
2023-04,서울,40~60㎡이하,"1,297",,,,
2023-04,서울,60~85㎡이하,243,,,,
2023-04,서울,85~135㎡이하,421,,,,
2023-04,서울,135㎡초과,146,,,,
2023-04,인천,계,"4,043",,,,
2023-04,인천,40㎡이하,"1,065",,,,
2023-04,인천,40~60㎡이하,"1,478",,,,
2023-04,인천,60~85㎡이하,"1,238",,,,
2023-04,인천,85~135㎡이하,192,,,,
2023-04,인천,135㎡초과,70,,,,
2023-04,경기,계,"14,213",,,,
2023-04,경기,40㎡이하,"1,459",,,,
2023-04,경기,40~60㎡이하,"3,914",,,,
2023-04,경기,60~85㎡이하,"6,039",,,,
2023-04,경기,85~135㎡이하,"2,333",,,,
2023-04,경기,135㎡초과,468,,,,
2023-04,지방소계,계,"13,728",,,,
2023-04,지방소계,40㎡이하,272,,,,
2023-04,지방소계,40~60㎡이하,"2,614",,,,
2023-04,지방소계,60~85㎡이하,"9,201",,,,
2023-04,지방소계,85~135㎡이하,934,,,,
2023-04,지방소계,135㎡초과,707,,,,
2023-04,기타광역시,계,"4,534",,,,
2023-04,기타광역시,40㎡이하,172,,,,
2023-04,기타광역시,40~60㎡이하,600,,,,
2023-04,기타광역시,60~85㎡이하,"3,447",,,,
2023-04,기타광역시,85~135㎡이하,172,,,,
2023-04,기타광역시,135㎡초과,143,,,,
2023-04,부산,계,514,,,,
2023-04,부산,40㎡이하,33,,,,
2023-04,부산,40~60㎡이하,2,,,,
2023-04,부산,60~85㎡이하,386,,,,
2023-04,부산,85~135㎡이하,71,,,,
2023-04,부산,135㎡초과,22,,,,
2023-04,대구,계,"3,728",,,,
2023-04,대구,40㎡이하,135,,,,
2023-04,대구,40~60㎡이하,577,,,,
2023-04,대구,60~85㎡이하,"2,912",,,,
2023-04,대구,85~135㎡이하,85,,,,
2023-04,대구,135㎡초과,19,,,,
2023-04,광주,계,190,,,,
2023-04,광주,40㎡이하,1,,,,
2023-04,광주,40~60㎡이하,1,,,,
2023-04,광주,60~85㎡이하,146,,,,
2023-04,광주,85~135㎡이하,3,,,,
2023-04,광주,135㎡초과,39,,,,
2023-04,대전,계,76,,,,
2023-04,대전,40㎡이하,3,,,,
2023-04,대전,40~60㎡이하,20,,,,
2023-04,대전,60~85㎡이하,2,,,,
2023-04,대전,85~135㎡이하,2,,,,
2023-04,대전,135㎡초과,49,,,,
2023-04,울산,계,26,,,,
2023-04,울산,40㎡이하,,,,,
2023-04,울산,40~60㎡이하,,,,,
2023-04,울산,60~85㎡이하,1,,,,
2023-04,울산,85~135㎡이하,11,,,,
2023-04,울산,135㎡초과,14,,,,
2023-04,기타지방,계,"9,194",,,,
2023-04,기타지방,40㎡이하,100,,,,
2023-04,기타지방,40~60㎡이하,"2,014",,,,
2023-04,기타지방,60~85㎡이하,"5,754",,,,
2023-04,기타지방,85~135㎡이하,762,,,,
2023-04,기타지방,135㎡초과,564,,,,
2023-04,강원,계,903,,,,
2023-04,강원,40㎡이하,36,,,,
2023-04,강원,40~60㎡이하,65,,,,
2023-04,강원,60~85㎡이하,603,,,,
2023-04,강원,85~135㎡이하,124,,,,
2023-04,강원,135㎡초과,75,,,,
2023-04,충북,계,559,,,,
2023-04,충북,40㎡이하,13,,,,
2023-04,충북,40~60㎡이하,18,,,,
2023-04,충북,60~85㎡이하,328,,,,
2023-04,충북,85~135㎡이하,110,,,,
2023-04,충북,135㎡초과,90,,,,
2023-04,충남,계,"2,084",,,,
2023-04,충남,40㎡이하,15,,,,
2023-04,충남,40~60㎡이하,892,,,,
2023-04,충남,60~85㎡이하,976,,,,
2023-04,충남,85~135㎡이하,86,,,,
2023-04,충남,135㎡초과,115,,,,
2023-04,전북,계,"1,135",,,,
2023-04,전북,40㎡이하,2,,,,
2023-04,전북,40~60㎡이하,342,,,,
2023-04,전북,60~85㎡이하,699,,,,
2023-04,전북,85~135㎡이하,48,,,,
2023-04,전북,135㎡초과,44,,,,
2023-04,전남,계,924,,,,
2023-04,전남,40㎡이하,13,,,,
2023-04,전남,40~60㎡이하,194,,,,
2023-04,전남,60~85㎡이하,576,,,,
2023-04,전남,85~135㎡이하,81,,,,
2023-04,전남,135㎡초과,60,,,,
2023-04,경북,계,"2,056",,,,
2023-04,경북,40㎡이하,3,,,,
2023-04,경북,40~60㎡이하,451,,,,
2023-04,경북,60~85㎡이하,"1,397",,,,
2023-04,경북,85~135㎡이하,153,,,,
2023-04,경북,135㎡초과,52,,,,
2023-04,경남,계,"1,186",,,,
2023-04,경남,40㎡이하,14,,,,
2023-04,경남,40~60㎡이하,15,,,,
2023-04,경남,60~85㎡이하,"1,036",,,,
2023-04,경남,85~135㎡이하,70,,,,
2023-04,경남,135㎡초과,51,,,,
2023-04,제주,계,328,,,,
2023-04,제주,40㎡이하,4,,,,
2023-04,제주,40~60㎡이하,37,,,,
2023-04,제주,60~85㎡이하,139,,,,
2023-04,제주,85~135㎡이하,84,,,,
2023-04,제주,135㎡초과,64,,,,
2023-04,세종,계,19,,,,
2023-04,세종,40㎡이하,,,,,
2023-04,세종,40~60㎡이하,,,,,
2023-04,세종,60~85㎡이하,,,,,
2023-04,세종,85~135㎡이하,6,,,,
2023-04,세종,135㎡초과,13,,,,
2023-05,총계,계,"34,253",,,,
2023-05,총계,40㎡이하,"1,979",,,,
2023-05,총계,40~60㎡이하,"9,589",,,,
2023-05,총계,60~85㎡이하,"17,488",,,,
2023-05,총계,85~135㎡이하,"3,971",,,,
2023-05,총계,135㎡초과,"1,226",,,,
2023-05,수도권소계,계,"18,323",,,,
2023-05,수도권소계,40㎡이하,852,,,,
2023-05,수도권소계,40~60㎡이하,"6,879",,,,
2023-05,수도권소계,60~85㎡이하,"8,929",,,,
2023-05,수도권소계,85~135㎡이하,"1,196",,,,
2023-05,수도권소계,135㎡초과,467,,,,
2023-05,서울,계,"1,498",,,,
2023-05,서울,40㎡이하,358,,,,
2023-05,서울,40~60㎡이하,576,,,,
2023-05,서울,60~85㎡이하,441,,,,
2023-05,서울,85~135㎡이하,42,,,,
2023-05,서울,135㎡초과,81,,,,
2023-05,인천,계,548,,,,
2023-05,인천,40㎡이하,54,,,,
2023-05,인천,40~60㎡이하,235,,,,
2023-05,인천,60~85㎡이하,157,,,,
2023-05,인천,85~135㎡이하,71,,,,
2023-05,인천,135㎡초과,31,,,,
2023-05,경기,계,"16,277",,,,
2023-05,경기,40㎡이하,440,,,,
2023-05,경기,40~60㎡이하,"6,068",,,,
2023-05,경기,60~85㎡이하,"8,331",,,,
2023-05,경기,85~135㎡이하,"1,083",,,,
2023-05,경기,135㎡초과,355,,,,
2023-05,지방소계,계,"15,930",,,,
2023-05,지방소계,40㎡이하,"1,127",,,,
2023-05,지방소계,40~60㎡이하,"2,710",,,,
2023-05,지방소계,60~85㎡이하,"8,559",,,,
2023-05,지방소계,85~135㎡이하,"2,775",,,,
2023-05,지방소계,135㎡초과,759,,,,
2023-05,기타광역시,계,"9,290",,,,
2023-05,기타광역시,40㎡이하,65,,,,
2023-05,기타광역시,40~60㎡이하,"1,574",,,,
2023-05,기타광역시,60~85㎡이하,"6,217",,,,
2023-05,기타광역시,85~135㎡이하,"1,263",,,,
2023-05,기타광역시,135㎡초과,171,,,,
2023-05,부산,계,"2,223",,,,
2023-05,부산,40㎡이하,62,,,,
2023-05,부산,40~60㎡이하,449,,,,
2023-05,부산,60~85㎡이하,"1,653",,,,
2023-05,부산,85~135㎡이하,47,,,,
2023-05,부산,135㎡초과,12,,,,
2023-05,대구,계,"3,116",,,,
2023-05,대구,40㎡이하,2,,,,
2023-05,대구,40~60㎡이하,181,,,,
2023-05,대구,60~85㎡이하,"2,150",,,,
2023-05,대구,85~135㎡이하,771,,,,
2023-05,대구,135㎡초과,12,,,,
2023-05,광주,계,590,,,,
2023-05,광주,40㎡이하,,,,,
2023-05,광주,40~60㎡이하,249,,,,
2023-05,광주,60~85㎡이하,,,,,
2023-05,광주,85~135㎡이하,322,,,,
2023-05,광주,135㎡초과,19,,,,
2023-05,대전,계,608,,,,
2023-05,대전,40㎡이하,,,,,
2023-05,대전,40~60㎡이하,323,,,,
2023-05,대전,60~85㎡이하,165,,,,
2023-05,대전,85~135㎡이하,5,,,,
2023-05,대전,135㎡초과,115,,,,
2023-05,울산,계,"2,753",,,,
2023-05,울산,40㎡이하,1,,,,
2023-05,울산,40~60㎡이하,372,,,,
2023-05,울산,60~85㎡이하,"2,249",,,,
2023-05,울산,85~135㎡이하,118,,,,
2023-05,울산,135㎡초과,13,,,,
2023-05,기타지방,계,"6,640",,,,
2023-05,기타지방,40㎡이하,"1,062",,,,
2023-05,기타지방,40~60㎡이하,"1,136",,,,
2023-05,기타지방,60~85㎡이하,"2,342",,,,
2023-05,기타지방,85~135㎡이하,"1,512",,,,
2023-05,기타지방,135㎡초과,588,,,,
2023-05,강원,계,370,,,,
2023-05,강원,40㎡이하,113,,,,
2023-05,강원,40~60㎡이하,73,,,,
2023-05,강원,60~85㎡이하,46,,,,
2023-05,강원,85~135㎡이하,62,,,,
2023-05,강원,135㎡초과,76,,,,
2023-05,충북,계,204,,,,
2023-05,충북,40㎡이하,5,,,,
2023-05,충북,40~60㎡이하,15,,,,
2023-05,충북,60~85㎡이하,20,,,,
2023-05,충북,85~135㎡이하,58,,,,
2023-05,충북,135㎡초과,106,,,,
2023-05,충남,계,"2,941",,,,
2023-05,충남,40㎡이하,588,,,,
2023-05,충남,40~60㎡이하,810,,,,
2023-05,충남,60~85㎡이하,"1,383",,,,
2023-05,충남,85~135㎡이하,92,,,,
2023-05,충남,135㎡초과,68,,,,
2023-05,전북,계,873,,,,
2023-05,전북,40㎡이하,4,,,,
2023-05,전북,40~60㎡이하,16,,,,
2023-05,전북,60~85㎡이하,386,,,,
2023-05,전북,85~135㎡이하,434,,,,
2023-05,전북,135㎡초과,33,,,,
2023-05,전남,계,978,,,,
2023-05,전남,40㎡이하,12,,,,
2023-05,전남,40~60㎡이하,13,,,,
2023-05,전남,60~85㎡이하,359,,,,
2023-05,전남,85~135㎡이하,515,,,,
2023-05,전남,135㎡초과,79,,,,
2023-05,경북,계,299,,,,
2023-05,경북,40㎡이하,9,,,,
2023-05,경북,40~60㎡이하,64,,,,
2023-05,경북,60~85㎡이하,46,,,,
2023-05,경북,85~135㎡이하,106,,,,
2023-05,경북,135㎡초과,74,,,,
2023-05,경남,계,619,,,,
2023-05,경남,40㎡이하,320,,,,
2023-05,경남,40~60㎡이하,102,,,,
2023-05,경남,60~85㎡이하,47,,,,
2023-05,경남,85~135㎡이하,57,,,,
2023-05,경남,135㎡초과,93,,,,
2023-05,제주,계,284,,,,
2023-05,제주,40㎡이하,11,,,,
2023-05,제주,40~60㎡이하,43,,,,
2023-05,제주,60~85㎡이하,55,,,,
2023-05,제주,85~135㎡이하,127,,,,
2023-05,제주,135㎡초과,48,,,,
2023-05,세종,계,72,,,,
2023-05,세종,40㎡이하,,,,,
2023-05,세종,40~60㎡이하,,,,,
2023-05,세종,60~85㎡이하,,,,,
2023-05,세종,85~135㎡이하,61,,,,
2023-05,세종,135㎡초과,11,,,,
2023-06,총계,계,"47,320",,,,
2023-06,총계,40㎡이하,"5,806",,,,
2023-06,총계,40~60㎡이하,"13,733",,,,
2023-06,총계,60~85㎡이하,"21,963",,,,
2023-06,총계,85~135㎡이하,"3,979",,,,
2023-06,총계,135㎡초과,"1,839",,,,
2023-06,수도권소계,계,"25,647",,,,
2023-06,수도권소계,40㎡이하,"2,922",,,,
2023-06,수도권소계,40~60㎡이하,"6,620",,,,
2023-06,수도권소계,60~85㎡이하,"13,154",,,,
2023-06,수도권소계,85~135㎡이하,"2,163",,,,
2023-06,수도권소계,135㎡초과,788,,,,
2023-06,서울,계,"7,619",,,,
2023-06,서울,40㎡이하,"1,338",,,,
2023-06,서울,40~60㎡이하,"2,944",,,,
2023-06,서울,60~85㎡이하,"2,771",,,,
2023-06,서울,85~135㎡이하,400,,,,
2023-06,서울,135㎡초과,166,,,,
2023-06,인천,계,"8,012",,,,
2023-06,인천,40㎡이하,71,,,,
2023-06,인천,40~60㎡이하,"1,847",,,,
2023-06,인천,60~85㎡이하,"5,553",,,,
2023-06,인천,85~135㎡이하,495,,,,
2023-06,인천,135㎡초과,46,,,,
2023-06,경기,계,"10,016",,,,
2023-06,경기,40㎡이하,"1,513",,,,
2023-06,경기,40~60㎡이하,"1,829",,,,
2023-06,경기,60~85㎡이하,"4,830",,,,
2023-06,경기,85~135㎡이하,"1,268",,,,
2023-06,경기,135㎡초과,576,,,,
2023-06,지방소계,계,"21,673",,,,
2023-06,지방소계,40㎡이하,"2,884",,,,
2023-06,지방소계,40~60㎡이하,"7,113",,,,
2023-06,지방소계,60~85㎡이하,"8,809",,,,
2023-06,지방소계,85~135㎡이하,"1,816",,,,
2023-06,지방소계,135㎡초과,"1,051",,,,
2023-06,기타광역시,계,"4,227",,,,
2023-06,기타광역시,40㎡이하,259,,,,
2023-06,기타광역시,40~60㎡이하,686,,,,
2023-06,기타광역시,60~85㎡이하,"2,631",,,,
2023-06,기타광역시,85~135㎡이하,432,,,,
2023-06,기타광역시,135㎡초과,219,,,,
2023-06,부산,계,"1,257",,,,
2023-06,부산,40㎡이하,72,,,,
2023-06,부산,40~60㎡이하,253,,,,
2023-06,부산,60~85㎡이하,841,,,,
2023-06,부산,85~135㎡이하,83,,,,
2023-06,부산,135㎡초과,8,,,,
2023-06,대구,계,"1,858",,,,
2023-06,대구,40㎡이하,152,,,,
2023-06,대구,40~60㎡이하,144,,,,
2023-06,대구,60~85㎡이하,"1,304",,,,
2023-06,대구,85~135㎡이하,244,,,,
2023-06,대구,135㎡초과,14,,,,
2023-06,광주,계,105,,,,
2023-06,광주,40㎡이하,,,,,
2023-06,광주,40~60㎡이하,,,,,
2023-06,광주,60~85㎡이하,31,,,,
2023-06,광주,85~135㎡이하,61,,,,
2023-06,광주,135㎡초과,13,,,,
2023-06,대전,계,208,,,,
2023-06,대전,40㎡이하,35,,,,
2023-06,대전,40~60㎡이하,77,,,,
2023-06,대전,60~85㎡이하,22,,,,
2023-06,대전,85~135㎡이하,6,,,,
2023-06,대전,135㎡초과,68,,,,
2023-06,울산,계,799,,,,
2023-06,울산,40㎡이하,,,,,
2023-06,울산,40~60㎡이하,212,,,,
2023-06,울산,60~85㎡이하,433,,,,
2023-06,울산,85~135㎡이하,38,,,,
2023-06,울산,135㎡초과,116,,,,
2023-06,기타지방,계,"17,446",,,,
2023-06,기타지방,40㎡이하,"2,625",,,,
2023-06,기타지방,40~60㎡이하,"6,427",,,,
2023-06,기타지방,60~85㎡이하,"6,178",,,,
2023-06,기타지방,85~135㎡이하,"1,384",,,,
2023-06,기타지방,135㎡초과,832,,,,
2023-06,강원,계,"2,313",,,,
2023-06,강원,40㎡이하,836,,,,
2023-06,강원,40~60㎡이하,328,,,,
2023-06,강원,60~85㎡이하,953,,,,
2023-06,강원,85~135㎡이하,98,,,,
2023-06,강원,135㎡초과,98,,,,
2023-06,충북,계,"6,084",,,,
2023-06,충북,40㎡이하,739,,,,
2023-06,충북,40~60㎡이하,"4,428",,,,
2023-06,충북,60~85㎡이하,646,,,,
2023-06,충북,85~135㎡이하,111,,,,
2023-06,충북,135㎡초과,160,,,,
2023-06,충남,계,"1,261",,,,
2023-06,충남,40㎡이하,790,,,,
2023-06,충남,40~60㎡이하,197,,,,
2023-06,충남,60~85㎡이하,72,,,,
2023-06,충남,85~135㎡이하,117,,,,
2023-06,충남,135㎡초과,85,,,,
2023-06,전북,계,"1,659",,,,
2023-06,전북,40㎡이하,103,,,,
2023-06,전북,40~60㎡이하,143,,,,
2023-06,전북,60~85㎡이하,"1,060",,,,
2023-06,전북,85~135㎡이하,254,,,,
2023-06,전북,135㎡초과,99,,,,
2023-06,전남,계,726,,,,
2023-06,전남,40㎡이하,14,,,,
2023-06,전남,40~60㎡이하,14,,,,
2023-06,전남,60~85㎡이하,406,,,,
2023-06,전남,85~135㎡이하,242,,,,
2023-06,전남,135㎡초과,50,,,,
2023-06,경북,계,"2,350",,,,
2023-06,경북,40㎡이하,114,,,,
2023-06,경북,40~60㎡이하,238,,,,
2023-06,경북,60~85㎡이하,"1,630",,,,
2023-06,경북,85~135㎡이하,303,,,,
2023-06,경북,135㎡초과,65,,,,
2023-06,경남,계,"2,204",,,,
2023-06,경남,40㎡이하,16,,,,
2023-06,경남,40~60㎡이하,"1,020",,,,
2023-06,경남,60~85㎡이하,"1,017",,,,
2023-06,경남,85~135㎡이하,105,,,,
2023-06,경남,135㎡초과,46,,,,
2023-06,제주,계,833,,,,
2023-06,제주,40㎡이하,13,,,,
2023-06,제주,40~60㎡이하,58,,,,
2023-06,제주,60~85㎡이하,391,,,,
2023-06,제주,85~135㎡이하,152,,,,
2023-06,제주,135㎡초과,219,,,,
2023-06,세종,계,16,,,,
2023-06,세종,40㎡이하,,,,,
2023-06,세종,40~60㎡이하,1,,,,
2023-06,세종,60~85㎡이하,3,,,,
2023-06,세종,85~135㎡이하,2,,,,
2023-06,세종,135㎡초과,10,,,,
2023-07,총계,계,"38,351",,,,
2023-07,총계,40㎡이하,"3,569",,,,
2023-07,총계,40~60㎡이하,"8,869",,,,
2023-07,총계,60~85㎡이하,"20,720",,,,
2023-07,총계,85~135㎡이하,"3,601",,,,
2023-07,총계,135㎡초과,"1,592",,,,
2023-07,수도권소계,계,"20,926",,,,
2023-07,수도권소계,40㎡이하,"3,176",,,,
2023-07,수도권소계,40~60㎡이하,"6,821",,,,
2023-07,수도권소계,60~85㎡이하,"8,794",,,,
2023-07,수도권소계,85~135㎡이하,"1,383",,,,
2023-07,수도권소계,135㎡초과,752,,,,
2023-07,서울,계,"10,609",,,,
2023-07,서울,40㎡이하,"2,245",,,,
2023-07,서울,40~60㎡이하,"3,017",,,,
2023-07,서울,60~85㎡이하,"4,445",,,,
2023-07,서울,85~135㎡이하,774,,,,
2023-07,서울,135㎡초과,128,,,,
2023-07,인천,계,"2,642",,,,
2023-07,인천,40㎡이하,111,,,,
2023-07,인천,40~60㎡이하,"1,408",,,,
2023-07,인천,60~85㎡이하,"1,037",,,,
2023-07,인천,85~135㎡이하,55,,,,
2023-07,인천,135㎡초과,31,,,,
2023-07,경기,계,"7,675",,,,
2023-07,경기,40㎡이하,820,,,,
2023-07,경기,40~60㎡이하,"2,396",,,,
2023-07,경기,60~85㎡이하,"3,312",,,,
2023-07,경기,85~135㎡이하,554,,,,
2023-07,경기,135㎡초과,593,,,,
2023-07,지방소계,계,"17,425",,,,
2023-07,지방소계,40㎡이하,393,,,,
2023-07,지방소계,40~60㎡이하,"2,048",,,,
2023-07,지방소계,60~85㎡이하,"11,926",,,,
2023-07,지방소계,85~135㎡이하,"2,218",,,,
2023-07,지방소계,135㎡초과,840,,,,
2023-07,기타광역시,계,"4,424",,,,
2023-07,기타광역시,40㎡이하,193,,,,
2023-07,기타광역시,40~60㎡이하,582,,,,
2023-07,기타광역시,60~85㎡이하,"2,550",,,,
2023-07,기타광역시,85~135㎡이하,940,,,,
2023-07,기타광역시,135㎡초과,159,,,,
2023-07,부산,계,"1,307",,,,
2023-07,부산,40㎡이하,192,,,,
2023-07,부산,40~60㎡이하,31,,,,
2023-07,부산,60~85㎡이하,666,,,,
2023-07,부산,85~135㎡이하,407,,,,
2023-07,부산,135㎡초과,11,,,,
2023-07,대구,계,"1,991",,,,
2023-07,대구,40㎡이하,,,,,
2023-07,대구,40~60㎡이하,214,,,,
2023-07,대구,60~85㎡이하,"1,454",,,,
2023-07,대구,85~135㎡이하,316,,,,
2023-07,대구,135㎡초과,7,,,,
2023-07,광주,계,621,,,,
2023-07,광주,40㎡이하,,,,,
2023-07,광주,40~60㎡이하,334,,,,
2023-07,광주,60~85㎡이하,17,,,,
2023-07,광주,85~135㎡이하,202,,,,
2023-07,광주,135㎡초과,68,,,,
2023-07,대전,계,90,,,,
2023-07,대전,40㎡이하,1,,,,
2023-07,대전,40~60㎡이하,1,,,,
2023-07,대전,60~85㎡이하,23,,,,
2023-07,대전,85~135㎡이하,4,,,,
2023-07,대전,135㎡초과,61,,,,
2023-07,울산,계,415,,,,
2023-07,울산,40㎡이하,,,,,
2023-07,울산,40~60㎡이하,2,,,,
2023-07,울산,60~85㎡이하,390,,,,
2023-07,울산,85~135㎡이하,11,,,,
2023-07,울산,135㎡초과,12,,,,
2023-07,기타지방,계,"13,001",,,,
2023-07,기타지방,40㎡이하,200,,,,
2023-07,기타지방,40~60㎡이하,"1,466",,,,
2023-07,기타지방,60~85㎡이하,"9,376",,,,
2023-07,기타지방,85~135㎡이하,"1,278",,,,
