통계표,계정항목,지역코드,단위,변환,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  주택담보대출-예금은행","전남","십억원","원자료","2,456.6","2,495.2","2,564.1","2,579.9","2,620.0","2,691.8","2,702.8","2,736.5","2,749.5","2,768.2","2,808.2","2,831.5","2,834.5","2,807.5","2,835.3","2,881.0","2,937.6","2,953.4","2,963.0","3,029.4","3,064.8","3,100.7","3,153.8","3,183.1","3,168.0","3,221.5","3,277.7","3,325.8","3,297.0","3,199.4","3,179.8","3,228.5","3,248.4","3,268.2","3,313.8","3,350.9","3,343.0","3,337.2","3,369.5","3,374.3","3,376.1","3,399.2","3,447.9","3,509.1","3,519.2","3,557.1","3,543.8","3,552.4","3,519.3","3,483.8","3,499.3","3,488.3","3,485.8","3,549.3","3,563.2","3,567.3","3,583.7","3,615.8","3,651.5","3,707.5","3,697.7","3,770.9","3,811.7","3,845.7","3,808.5","3,874.2","3,860.2","3,894.7","3,917.2","4,039.0","4,107.2","4,122.0","4,134.0","4,230.6","4,317.0","4,479.4","4,561.5","4,558.1","4,673.0","4,721.6","4,792.4","4,887.0","5,008.1","5,041.3","5,089.8","5,091.6","5,193.6","5,307.7","5,414.1","5,443.6","5,450.0","5,519.2","5,626.1","5,667.6","5,860.2","6,039.1","6,071.5","6,129.6","6,172.3","6,178.7","6,165.1","6,141.4","6,275.8","6,329.0","6,365.7","6,434.0","6,361.0","6,294.9","6,366.3","6,310.9","6,267.6","6,199.6","6,164.2","6,173.5","6,229.6","6,182.6","6,200.0","6,240.1","6,246.9","6,296.4","6,289.1","6,267.2","6,176.6","6,075.1","6,148.0","6,191.4","6,219.9","6,267.4","6,296.6","6,242.0","6,224.7","6,251.8","6,337.3","6,360.9","6,314.9","6,332.1","6,362.9","6,485.9","6,665.1","6,849.1","6,911.9","6,892.8","6,912.8","7,046.5"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  주택담보대출-예금은행","경북","십억원","원자료","3,671.3","3,661.1","3,711.1","3,755.5","3,838.4","3,965.1","3,999.1","4,068.3","4,090.0","4,162.7","4,246.9","4,359.3","4,354.7","4,394.2","4,488.3","4,637.6","4,707.5","4,797.9","4,901.1","5,046.9","5,238.4","5,456.7","5,730.3","5,926.2","6,039.3","6,244.9","6,381.6","6,601.2","6,690.4","6,724.8","6,919.1","7,135.8","7,277.0","7,486.6","7,652.0","7,792.9","7,808.7","7,732.1","7,826.4","7,883.3","7,968.7","7,951.7","8,166.6","8,273.5","8,358.0","8,482.7","8,593.7","8,567.6","8,577.3","8,594.6","8,604.2","8,636.9","8,614.5","8,559.3","8,526.3","8,474.2","8,404.8","8,410.5","8,482.6","8,473.6","8,431.7","8,304.7","8,235.2","8,193.7","8,175.6","8,219.0","8,317.2","8,299.7","8,245.4","8,226.5","8,261.4","8,244.3","8,311.2","8,376.5","8,407.8","8,465.1","8,483.5","8,502.2","8,532.3","8,478.8","8,559.6","8,635.4","8,718.9","8,675.7","8,677.2","8,776.4","8,815.6","8,863.4","8,774.0","8,644.0","8,663.7","8,649.4","8,625.8","8,647.3","8,738.4","8,815.2","8,826.9","8,820.7","8,838.8","8,712.5","8,668.1","8,595.6","8,562.7","8,561.6","8,660.9","8,694.7","8,627.6","8,590.2","8,587.3","8,655.6","8,653.1","8,627.2","8,690.9","8,734.0","8,757.3","8,781.6","8,801.2","8,911.5","8,990.2","9,181.6","9,301.2","9,161.2","9,134.2","9,113.4","9,306.6","9,477.7","9,648.0","9,838.2","9,995.5","10,145.6","10,194.8","10,350.8","10,452.4","10,531.2","10,349.1","10,587.9","10,819.6","10,929.2","11,095.8","11,198.6","11,261.2","11,279.5","11,357.9","11,251.9"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  주택담보대출-예금은행","경남","십억원","원자료","10,833.2","10,735.7","10,914.2","11,013.8","11,158.9","11,605.1","11,651.7","11,881.3","12,016.4","12,168.1","12,310.4","12,524.3","12,530.4","12,610.5","12,659.4","12,849.1","13,012.6","13,220.1","13,517.7","13,870.1","13,973.9","14,183.7","14,529.3","14,727.8","14,781.3","14,892.6","15,070.4","15,323.7","15,527.7","15,168.6","15,203.6","15,425.7","15,573.5","15,702.0","15,890.9","16,344.2","16,519.2","16,595.2","16,642.9","16,855.8","17,082.7","17,313.0","17,530.3","17,731.0","18,018.0","18,178.8","18,460.7","18,507.4","18,639.7","18,689.7","18,820.8","18,801.9","18,774.8","18,911.8","18,850.6","18,713.4","18,750.4","18,891.9","18,869.5","18,785.0","18,738.4","18,842.4","18,956.6","19,009.0","19,037.1","19,130.1","19,249.8","19,356.4","19,405.2","19,328.3","19,222.5","19,432.7","19,610.2","19,814.4","19,832.1","19,823.7","19,750.7","19,721.5","19,601.1","19,565.4","19,549.6","19,582.5","19,625.4","19,548.1","19,435.0","19,256.1","19,235.9","19,297.4","19,272.4","19,080.4","19,035.3","19,055.8","19,208.9","19,330.3","19,420.6","19,654.3","19,724.7","19,949.5","20,137.0","19,963.7","19,933.6","20,051.2","20,235.7","20,337.6","20,575.6","20,702.9","20,628.2","20,619.0","20,739.4","20,817.1","20,918.6","21,152.5","21,155.9","21,015.6","21,082.6","21,320.8","21,437.2","21,871.6","22,035.6","22,262.8","22,337.8","22,260.9","22,402.2","22,018.6","22,272.0","22,428.4","22,450.6","22,623.7","22,884.5","23,161.0","23,113.1","23,271.2","23,478.3","23,498.0","23,339.2","23,419.4","23,538.8","23,742.1","24,051.7","24,341.6","24,377.5","24,423.2","24,375.6","24,400.9"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  주택담보대출-예금은행","제주","십억원","원자료","801.3","825.3","832.0","831.9","848.3","882.1","885.0","884.9","892.1","921.9","936.3","962.7","961.2","967.7","979.8","986.1","1,002.4","1,036.1","1,046.0","1,071.1","1,094.2","1,136.3","1,160.8","1,190.1","1,262.0","1,303.1","1,339.3","1,408.2","1,405.6","1,415.1","1,490.7","1,566.1","1,594.9","1,670.2","1,721.2","1,832.1","1,917.3","1,961.4","2,031.7","2,137.3","2,191.9","2,261.9","2,327.3","2,389.7","2,442.1","2,472.3","2,511.1","2,581.1","2,630.3","2,653.5","2,695.0","2,711.2","2,726.5","2,795.4","2,783.6","2,792.5","2,822.3","2,826.5","2,860.4","2,879.1","2,920.9","2,936.6","2,937.6","2,946.3","2,957.6","2,986.9","3,008.4","3,032.0","3,064.6","3,080.3","3,095.0","3,105.8","3,142.1","3,151.1","3,152.2","3,156.3","3,158.9","3,165.0","3,203.3","3,231.0","3,258.1","3,299.5","3,340.4","3,375.5","3,379.9","3,373.1","3,379.4","3,385.3","3,381.6","3,325.7","3,329.2","3,373.1","3,387.1","3,399.5","3,407.8","3,429.7","3,476.9","3,515.2","3,504.4","3,471.8","3,453.4","3,454.6","3,511.4","3,545.7","3,596.7","3,617.9","3,639.5","3,657.9","3,710.2","3,695.5","3,714.6","3,711.9","3,720.6","3,718.9","3,715.6","3,730.6","3,807.2","3,811.6","3,817.0","3,873.2","3,873.1","3,878.2","3,818.6","3,802.7","3,821.5","3,849.4","3,891.3","3,936.5","3,947.1","3,959.6","3,985.3","4,031.3","4,065.8","4,098.5","4,114.9","4,175.4","4,238.9","4,274.3","4,325.2","4,384.6","4,413.4","4,448.8","4,469.6","4,491.3"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  주택담보대출-예금은행","세종","십억원","원자료","875.0","936.7","990.9","984.4","1,021.1","1,086.2","1,175.5","1,241.6","1,250.2","1,367.4","1,416.7","1,515.0","1,573.0","1,687.8","1,738.7","1,766.2","1,859.0","1,966.0","1,952.0","2,054.8","2,156.0","2,222.5","2,217.1","2,317.7","2,342.8","2,220.0","2,349.4","2,386.9","2,500.2","2,562.3","2,638.2","2,701.1","2,706.6","2,795.1","2,899.0","2,984.1","3,113.2","3,125.1","3,205.4","3,316.0","3,409.7","3,470.4","3,533.8","3,624.5","3,765.1","3,828.9","3,872.3","3,920.5","4,007.6","3,996.9","4,103.5","4,065.2","4,142.7","4,268.2","4,352.5","4,308.5","4,282.0","4,356.9","4,330.8","4,291.9","4,292.6","4,344.7","4,406.6","4,519.2","4,590.5","4,659.3","4,704.3","4,721.6","4,685.8","4,689.2","4,617.6","4,693.8","4,702.8","4,657.8","4,742.1","4,732.6","4,676.5","4,772.6","4,885.4","4,873.6","4,903.6","4,999.3","4,975.1","4,986.4","4,984.2","4,988.9","4,982.1","4,965.3","4,981.0","5,096.7","5,065.2","5,084.8","5,063.2","5,127.1","5,113.8","5,101.1","5,082.7","5,153.1","5,165.7","5,046.2","5,032.6","5,059.5","5,211.1","5,256.7","5,285.1","5,281.9","5,222.9","5,146.8","5,208.6","5,170.6","5,156.8","5,195.6","5,261.3","5,207.9","5,218.5","5,195.7","5,211.4","5,236.7","5,326.5","5,336.4","5,314.9","5,308.4","5,342.9","5,423.1","5,443.1","5,414.2","5,454.1","5,526.7","5,583.2","5,596.2","5,601.5","5,680.5","5,677.0","5,654.5","5,604.2","5,694.4","5,742.8","5,716.7","5,962.9","6,080.0","6,129.3","6,111.6","6,105.0","6,086.9"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","전국","십억원","원자료","147,817.4","147,112.5","146,406.9","147,493.7","148,153.1","149,447.4","149,563.5","150,614.1","150,493.3","151,190.6","152,129.2","152,208.2","150,363.4","150,988.3","150,388.2","150,662.7","150,794.5","151,267.5","151,535.7","151,541.4","151,735.2","152,622.2","153,615.9","154,057.1","152,925.9","152,408.0","152,179.9","152,692.7","153,737.4","155,011.0","155,891.5","157,539.8","157,865.9","159,768.7","161,367.2","161,999.3","161,407.5","161,690.7","162,202.4","162,876.0","164,888.1","166,570.5","167,073.7","169,658.5","170,368.0","172,414.0","175,052.4","174,856.2","174,099.0","174,932.9","175,304.8","176,667.0","179,212.8","181,051.6","182,953.0","186,384.0","188,031.3","191,533.7","195,164.8","196,469.3","197,826.7","198,545.0","200,035.9","202,683.9","205,065.9","206,839.8","208,499.6","211,002.3","212,419.4","216,574.0","218,452.2","218,819.4","217,410.3","217,444.4","217,452.5","218,299.6","220,345.2","221,776.1","223,824.3","226,568.7","227,415.5","230,042.3","232,134.1","233,752.3","233,159.8","234,639.8","237,954.0","237,899.5","239,017.1","242,083.1","245,733.5","251,396.5","254,425.3","258,211.2","265,573.5","265,972.7","268,560.1","268,818.4","269,596.8","281,418.6","275,941.3","277,195.6","280,770.6","281,055.1","281,804.1","282,258.0","282,762.7","280,543.0","278,357.6","276,484.8","273,430.0","272,606.4","272,174.9","271,036.8","268,801.0","267,479.3","265,340.4","263,380.8","261,300.8","258,442.4","253,797.5","251,393.8","248,419.0","247,896.1","247,835.7","246,669.7","246,615.1","246,481.2","245,185.1","246,193.3","245,836.1","243,848.5","242,374.7","239,644.3","237,540.3","238,112.6","238,439.9","238,139.2","237,999.6","239,083.9","238,631.8","238,914.1","239,370.6","238,248.3"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","서울","십억원","원자료","63,541.5","63,335.9","63,099.1","63,836.9","64,141.6","64,584.1","64,719.5","65,109.4","65,095.4","65,268.8","65,644.1","65,366.9","64,714.5","65,154.1","64,866.1","64,761.2","64,686.2","64,813.0","64,899.4","65,048.1","65,127.5","65,169.0","65,686.1","65,840.7","65,377.8","65,249.2","65,350.1","65,581.0","65,703.2","66,265.2","66,110.9","66,599.5","66,774.7","67,430.6","68,006.1","68,170.9","67,815.2","68,458.7","68,477.7","68,539.2","69,114.7","69,438.2","69,603.5","70,288.7","70,397.3","70,853.2","71,697.7","71,240.9","70,763.8","70,721.6","70,540.0","70,977.9","71,866.4","72,606.0","73,856.8","75,646.4","76,735.8","78,396.3","80,054.9","80,583.2","81,329.7","81,806.0","82,728.3","83,948.9","84,817.9","85,455.4","86,322.3","87,474.3","88,283.7","90,269.1","91,119.2","91,375.4","90,837.9","90,841.5","90,965.1","91,332.1","92,500.1","93,397.1","94,725.5","96,403.7","96,871.2","98,076.7","99,024.1","99,700.9","99,210.1","99,840.6","102,091.8","101,802.5","102,273.8","103,484.3","105,395.7","108,287.7","109,881.6","111,637.5","115,197.1","115,016.9","116,661.3","116,575.2","117,051.8","124,082.4","120,594.3","121,201.4","125,239.2","125,239.4","126,118.4","126,816.2","127,258.6","126,432.9","126,289.6","127,557.6","126,298.2","126,197.5","126,301.5","126,158.2","125,383.9","125,123.2","124,706.4","124,161.2","123,525.7","121,964.6","120,031.5","119,100.8","118,097.4","118,437.9","118,602.3","118,024.3","118,315.8","118,334.7","117,951.3","118,835.3","118,921.7","118,215.8","118,170.4","117,044.0","116,191.3","116,501.8","116,737.1","116,191.9","116,358.9","116,770.8","116,362.9","116,365.5","116,678.5","116,013.4"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","부산","십억원","원자료","7,730.4","7,715.0","7,647.8","7,680.2","7,672.0","7,747.0","7,721.4","7,765.9","7,752.7","7,764.8","7,781.3","7,794.1","7,680.2","7,638.4","7,603.4","7,624.9","7,632.6","7,664.3","7,698.0","7,709.2","7,614.8","7,725.9","7,782.0","7,784.8","7,705.6","7,667.5","7,692.3","7,762.4","7,802.6","7,904.2","7,990.9","8,112.7","8,120.5","8,270.9","8,360.1","8,406.3","8,381.7","8,381.6","8,423.8","8,490.7","8,653.3","8,859.0","8,902.8","9,138.0","9,201.8","9,364.2","9,543.2","9,569.7","9,583.6","9,689.7","9,803.7","9,919.6","10,151.5","10,324.9","10,434.3","10,583.0","10,657.5","10,857.5","11,048.6","11,134.0","11,237.1","11,360.0","11,483.3","11,605.9","11,716.9","11,869.9","11,888.4","12,015.0","12,063.6","12,271.4","12,330.8","12,418.3","12,299.9","12,290.0","12,266.8","12,295.7","12,345.0","12,395.3","12,458.4","12,557.0","12,600.1","12,663.1","12,780.8","12,824.1","12,765.5","12,746.8","12,706.7","12,641.0","12,651.9","12,717.5","12,857.0","13,074.4","13,205.5","13,501.4","13,925.6","14,023.3","14,108.3","14,169.1","14,167.8","14,664.7","14,466.3","14,454.2","14,456.6","14,464.0","14,435.6","14,379.4","14,376.0","14,264.7","14,115.0","13,904.7","13,738.5","13,662.5","13,600.7","13,535.7","13,376.1","13,274.6","13,148.9","12,967.2","12,825.4","13,108.6","12,908.5","12,775.0","12,580.3","12,583.6","12,596.5","12,583.1","12,596.3","12,613.1","12,555.9","12,615.8","12,580.8","12,396.8","12,280.9","12,142.0","12,069.2","12,100.5","12,113.6","12,216.9","12,216.4","12,288.5","12,337.3","12,402.7","12,439.1","12,376.5"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","대구","십억원","원자료","5,258.6","5,225.3","5,167.6","5,191.4","5,175.4","5,229.7","5,183.5","5,222.1","5,206.4","5,236.7","5,252.1","5,338.1","5,247.5","5,282.3","5,265.0","5,274.5","5,259.0","5,292.9","5,350.8","5,314.4","5,380.2","5,446.6","5,464.2","5,516.1","5,451.5","5,440.6","5,433.4","5,467.1","5,509.9","5,686.1","5,762.2","5,850.7","5,848.2","5,975.0","5,987.3","6,033.5","6,034.9","5,998.5","6,054.7","6,049.1","6,105.6","6,174.8","6,170.2","6,246.1","6,298.9","6,408.1","6,539.3","6,548.7","6,524.4","6,551.1","6,563.1","6,639.3","6,753.3","6,814.6","6,870.5","6,973.5","7,012.0","7,116.7","7,237.0","7,269.5","7,326.6","7,157.5","6,884.3","6,986.4","7,137.2","7,219.5","7,238.5","7,304.3","7,413.0","7,546.8","7,474.8","7,536.4","7,486.5","7,484.5","7,387.6","7,390.6","7,418.5","7,528.1","7,509.4","7,514.4","7,576.9","7,827.2","7,941.9","8,231.1","8,439.5","8,550.9","8,627.6","8,620.3","8,697.1","8,822.1","8,975.5","9,186.6","9,357.2","9,569.5","9,923.1","9,975.6","10,146.0","10,226.2","10,298.8","10,740.3","10,550.1","10,609.6","10,686.6","10,721.5","10,804.9","10,811.2","10,804.2","10,775.3","10,616.2","10,392.2","10,236.1","10,151.4","10,099.8","10,009.7","9,885.2","9,813.5","9,721.9","9,644.6","9,553.0","9,454.4","9,300.9","9,179.8","9,099.3","9,080.4","9,145.2","9,158.0","9,210.5","9,230.1","9,180.3","9,220.2","9,252.0","9,126.5","9,007.0","8,875.5","8,800.7","8,837.8","8,855.0","8,954.9","8,962.3","8,999.8","9,014.0","9,038.5","8,982.1","8,875.1"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","인천","십억원","원자료","5,400.8","5,378.2","5,356.9","5,332.5","5,389.8","5,431.5","5,444.4","5,514.1","5,515.9","5,527.2","5,564.6","5,563.7","5,501.2","5,527.8","5,529.4","5,518.7","5,535.6","5,553.7","5,567.2","5,514.1","5,522.5","5,588.6","5,602.8","5,625.9","5,615.4","5,579.9","5,531.2","5,518.2","5,608.3","5,636.6","5,788.9","5,913.1","5,963.6","6,044.8","6,111.1","6,098.4","6,137.6","6,029.6","6,040.7","6,079.6","6,184.9","6,290.4","6,320.5","6,436.1","6,485.5","6,570.6","6,705.1","6,708.1","6,683.6","6,750.4","6,799.3","6,879.8","6,988.8","7,022.3","7,105.8","7,257.0","7,359.6","7,532.3","7,710.6","7,755.0","7,807.0","7,873.7","8,009.1","8,080.6","8,199.1","8,276.9","8,372.4","8,482.0","8,523.5","8,649.1","8,748.7","8,767.1","8,735.3","8,744.8","8,765.0","8,779.1","8,876.2","8,917.4","8,932.4","8,995.0","9,022.8","9,120.4","9,212.5","9,237.6","9,249.8","9,334.4","9,415.1","9,470.6","9,538.7","9,676.7","9,789.9","9,879.3","9,939.5","10,000.8","10,206.2","10,215.8","10,275.1","10,304.3","10,342.9","10,591.5","10,473.8","10,533.0","10,503.2","10,536.4","10,549.2","10,536.1","10,558.4","10,510.8","10,378.6","10,125.7","10,030.9","9,993.7","9,969.7","9,932.7","9,834.1","9,763.4","9,666.0","9,590.7","9,493.4","9,376.3","9,212.4","9,065.9","8,942.6","8,819.1","8,755.4","8,697.3","8,629.0","8,538.6","8,508.4","8,523.7","8,501.8","8,557.8","8,311.2","8,181.4","8,060.3","8,022.5","8,013.9","7,997.1","8,000.6","8,042.4","8,051.8","8,064.3","8,050.1","8,023.4"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","광주","십억원","원자료","2,647.2","2,603.4","2,572.6","2,579.8","2,569.8","2,585.9","2,579.4","2,601.3","2,583.6","2,602.3","2,653.0","2,727.6","2,611.2","2,597.2","2,571.3","2,568.0","2,567.5","2,610.9","2,654.4","2,603.9","2,612.2","2,624.1","2,670.9","2,709.7","2,691.7","2,693.4","2,661.6","2,667.4","2,702.2","2,733.3","2,783.0","2,823.0","2,811.5","2,896.8","2,891.5","2,955.8","2,900.2","2,906.8","2,935.4","2,902.5","2,955.7","3,029.7","3,039.7","3,112.0","3,143.6","3,192.5","3,267.3","3,281.1","3,267.3","3,327.6","3,372.6","3,420.6","3,506.9","3,537.2","3,575.4","3,647.4","3,661.2","3,763.3","3,841.0","3,866.0","3,897.0","3,881.4","3,907.6","3,967.9","4,036.8","4,090.3","4,106.7","4,171.1","4,197.4","4,321.7","4,363.1","4,406.5","4,380.2","4,385.9","4,377.9","4,415.3","4,463.0","4,471.1","4,495.3","4,531.2","4,539.9","4,729.5","4,717.3","4,795.8","4,705.1","4,811.2","4,820.3","4,907.4","4,874.4","5,023.7","5,086.9","5,152.5","5,179.9","5,247.5","5,363.5","5,344.2","5,375.0","5,392.2","5,406.1","5,646.2","5,593.4","5,653.8","5,744.8","5,805.3","5,832.0","5,866.1","5,871.9","5,801.5","5,729.4","5,637.4","5,633.7","5,661.5","5,704.6","5,710.1","5,760.1","5,794.6","5,812.6","5,827.8","5,854.5","5,889.4","5,850.6","5,873.2","5,866.2","5,907.2","5,946.9","5,929.8","5,942.2","5,973.8","5,933.9","5,944.3","5,944.8","5,886.9","5,831.7","5,764.6","5,687.2","5,705.9","5,654.9","5,603.9","5,550.5","5,572.3","5,544.6","5,569.9","5,652.9","5,778.1"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","대전","십억원","원자료","3,755.3","3,722.6","3,700.1","3,732.2","3,748.7","3,786.9","3,784.8","3,824.9","3,836.9","3,853.1","3,897.3","3,906.5","3,835.4","3,848.7","3,829.7","3,830.5","3,839.1","3,882.8","3,899.0","3,859.0","3,853.3","3,892.3","3,911.4","3,912.9","3,873.4","3,845.5","3,844.3","3,856.3","3,901.1","3,942.3","3,979.1","3,927.6","4,039.0","4,102.7","4,151.6","4,173.5","4,180.5","4,165.8","4,197.0","4,207.1","4,292.4","4,343.1","4,343.1","4,410.0","4,403.8","4,464.1","4,552.2","4,521.7","4,493.3","4,514.6","4,537.3","4,581.1","4,677.6","4,730.4","4,713.6","4,770.0","4,762.5","4,853.2","4,917.1","4,892.9","4,948.9","4,965.0","4,981.0","5,034.9","5,097.3","5,169.0","5,196.5","5,258.1","5,273.2","5,380.5","5,434.8","5,428.2","5,385.6","5,385.3","5,381.5","5,408.7","5,444.3","5,462.6","5,498.7","5,552.9","5,572.2","5,630.2","5,698.8","5,746.7","5,728.4","5,762.1","5,814.6","5,809.8","5,835.4","5,906.6","6,000.3","6,146.3","6,212.7","6,345.9","6,558.5","6,539.0","6,606.6","6,603.4","6,603.6","6,901.2","6,728.9","6,749.2","6,790.5","6,766.4","6,761.4","6,736.6","6,746.5","6,640.3","6,604.6","6,467.4","6,387.0","6,299.3","6,273.6","6,217.7","6,129.1","6,069.2","5,989.4","5,917.7","5,839.6","5,694.4","5,570.8","5,471.2","5,357.6","5,316.3","5,293.9","5,256.4","5,237.7","5,228.1","5,191.4","5,231.6","5,190.8","5,087.2","5,043.7","4,976.9","4,923.0","4,942.0","4,950.9","4,937.9","4,913.5","4,938.3","4,938.5","4,943.4","4,938.3","4,906.9"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","울산","십억원","원자료","2,046.4","2,025.9","2,026.4","2,061.4","2,102.7","2,167.4","2,172.7","2,183.9","2,156.3","2,162.0","2,199.2","2,192.7","2,160.2","2,174.0","2,173.9","2,188.3","2,215.4","2,235.3","2,258.3","2,247.1","2,270.0","2,283.2","2,323.2","2,324.1","2,315.9","2,298.3","2,326.7","2,358.2","2,415.6","2,453.2","2,505.4","2,536.7","2,570.8","2,617.2","2,683.5","2,706.3","2,714.3","2,708.0","2,756.1","2,778.8","2,864.6","2,913.3","2,937.9","2,995.7","3,027.5","3,050.2","3,112.2","3,096.8","3,075.3","3,112.6","3,191.9","3,213.8","3,268.9","3,325.3","3,384.1","3,444.9","3,472.5","3,477.9","3,559.1","3,557.8","3,558.5","3,573.2","3,604.4","3,663.2","3,719.8","3,762.2","3,771.4","3,809.2","3,806.5","3,848.8","3,883.7","3,760.9","3,837.2","3,823.3","3,823.0","3,831.2","3,869.4","3,862.7","3,888.7","3,917.5","3,916.0","3,935.6","3,989.2","3,983.5","3,975.0","3,982.3","4,029.8","4,087.1","4,117.0","4,159.2","4,209.2","4,290.4","4,333.0","4,407.8","4,520.0","4,504.9","4,514.7","4,508.9","4,508.0","4,643.3","4,584.5","4,582.5","4,546.2","4,552.1","4,529.4","4,516.1","4,517.2","4,484.9","4,397.9","4,320.3","4,249.2","4,239.1","4,215.7","4,192.6","4,130.3","4,092.4","4,034.8","3,985.5","3,936.8","3,851.8","3,764.9","3,714.2","3,624.1","3,597.9","3,588.0","3,571.1","3,560.0","3,565.4","3,522.5","3,526.9","3,514.5","3,441.7","3,410.1","3,357.4","3,311.2","3,338.7","3,347.9","3,378.7","3,356.5","3,376.7","3,372.0","3,381.0","3,377.0","3,354.2"
"1.2.3.4.2. 예금은행 지역별 가계대출(말잔)","  기타대출-예금은행","경기","십억원","원자료","31,239.8","31,132.9","31,056.3","31,084.7","31,191.7","31,522.7","31,537.6","31,774.9","31,823.6","32,011.5","32,149.3","32,192.2","31,893.3","31,992.7","31,975.9","32,264.8","32,314.3","32,392.6","32,421.9","32,575.1","32,534.0","32,800.7","32,754.8","32,644.8","32,407.2","32,160.5","32,009.1","31,971.4","32,232.9","32,080.2","32,413.7","32,652.3","32,576.9","32,832.0","33,076.3","33,072.5","32,904.4","32,665.1","32,785.6","32,952.8","33,296.9","33,484.9","33,549.2","34,098.7","34,299.3","34,823.2","35,276.2","35,330.4","35,239.2","35,482.2","35,585.7","35,798.0","36,153.1","36,410.5","36,438.7","36,903.1","37,033.3","37,557.3","38,169.8","38,457.9","38,565.9","38,729.5","39,043.6","39,543.6","39,987.6","40,301.2","40,607.5","41,021.1","41,254.2","41,962.3","42,303.8","42,242.9","41,914.2","41,952.1","41,966.0","42,219.1","42,507.9","42,734.1","43,100.6","43,553.8","43,707.2","44,152.6","44,240.2","44,477.7","44,576.4","44,807.2","45,270.7","45,296.7","45,524.2","46,200.0","46,830.7","47,832.5","48,379.8","48,897.0","50,123.4","50,342.5","50,619.4","50,717.0","50,843.3","52,489.3","51,616.5","51,838.3","51,482.2","51,546.8","51,582.0","51,539.2","51,566.7","51,151.2","50,491.7","49,217.9","48,663.9","48,469.7","48,232.7","47,964.8","47,586.1","47,210.7","46,553.4","46,076.8","45,618.0","45,171.6","44,264.3","43,790.8","43,145.8","42,759.9","42,587.1","42,399.2","42,317.4","42,242.8","41,985.1","41,972.7","41,836.6","41,489.5","41,091.2","40,624.3","40,326.0","40,414.3","40,491.8","40,590.3","40,522.9","40,812.4","40,866.7","40,938.0","41,021.3","40,845.9"
