미분양주택현황보고(Unsold New Housings) / 시·군·구별 미분양현황 (200012 ~ 202509),,,,,,,
다운로드 시간 : 2025-11-16   16:11,,,,,,,
,검색기간  : 201902 ~ 202302,검색분야 : 주택,작성주기 : 매월,,,,
2019-02,경기,과천시,0,,,,
2019-02,경기,구리시,49,,,,
2019-02,경기,남양주시,491,,,,
2019-02,경기,오산시,316,,,,
2019-02,경기,시흥시,30,,,,
2019-02,경기,군포시,47,,,,
2019-02,경기,의왕시,1,,,,
2019-02,경기,하남시,20,,,,
2019-02,경기,용인시,330,,,,
2019-02,경기,파주시,12,,,,
2019-02,경기,이천시,503,,,,
2019-02,경기,안성시,"1,263",,,,
2019-02,경기,김포시,40,,,,
2019-02,경기,양주시,10,,,,
2019-02,경기,여주시,183,,,,
2019-02,경기,화성시,290,,,,
2019-02,경기,광주시,108,,,,
2019-02,경기,연천군,41,,,,
2019-02,경기,포천시,120,,,,
2019-02,경기,가평군,17,,,,
2019-02,경기,양평군,37,,,,
2019-02,강원,계,"5,802",,,,
2019-02,강원,춘천시,631,,,,
2019-02,강원,원주시,"1,178",,,,
2019-02,강원,강릉시,394,,,,
2019-02,강원,동해시,978,,,,
2019-02,강원,태백시,110,,,,
2019-02,강원,속초시,681,,,,
2019-02,강원,삼척시,32,,,,
2019-02,강원,홍천군,14,,,,
2019-02,강원,횡성군,67,,,,
2019-02,강원,영월군,374,,,,
2019-02,강원,평창군,9,,,,
2019-02,강원,정선군,112,,,,
2019-02,강원,철원군,0,,,,
2019-02,강원,화천군,0,,,,
2019-02,강원,양구군,0,,,,
2019-02,강원,인제군,307,,,,
2019-02,강원,고성군,603,,,,
2019-02,강원,양양군,312,,,,
2019-02,충북,계,"3,375",,,,
2019-02,충북,청주시,"1,899",,,,
2019-02,충북,충주시,290,,,,
2019-02,충북,제천시,258,,,,
2019-02,충북,보은군,332,,,,
2019-02,충북,옥천군,22,,,,
2019-02,충북,영동군,24,,,,
2019-02,충북,증평군,0,,,,
2019-02,충북,진천군,245,,,,
2019-02,충북,괴산군,0,,,,
2019-02,충북,음성군,305,,,,
2019-02,충북,단양군,0,,,,
2019-02,충남,계,"6,970",,,,
2019-02,충남,천안시,"1,319",,,,
2019-02,충남,공주시,294,,,,
2019-02,충남,보령시,538,,,,
2019-02,충남,아산시,244,,,,
2019-02,충남,서산시,"1,800",,,,
2019-02,충남,논산시,243,,,,
2019-02,충남,계룡시,160,,,,
2019-02,충남,당진시,"1,060",,,,
2019-02,충남,금산군,0,,,,
2019-02,충남,부여군,325,,,,
2019-02,충남,서천군,368,,,,
2019-02,충남,청양군,0,,,,
2019-02,충남,홍성군,92,,,,
2019-02,충남,예산군,320,,,,
2019-02,충남,태안군,207,,,,
2019-02,세종,계,0,,,,
2019-02,세종,세종시,0,,,,
2019-02,전북,계,"1,415",,,,
2019-02,전북,전주시,137,,,,
2019-02,전북,군산시,481,,,,
2019-02,전북,익산시,118,,,,
2019-02,전북,정읍시,33,,,,
2019-02,전북,남원시,0,,,,
2019-02,전북,김제시,103,,,,
2019-02,전북,완주군,474,,,,
2019-02,전북,진안군,0,,,,
2019-02,전북,무주군,0,,,,
2019-02,전북,장수군,0,,,,
2019-02,전북,임실군,30,,,,
2019-02,전북,순창군,39,,,,
2019-02,전북,고창군,0,,,,
2019-02,전북,부안군,0,,,,
2019-02,전남,계,"1,957",,,,
2019-02,전남,목포시,317,,,,
2019-02,전남,여수시,0,,,,
2019-02,전남,순천시,21,,,,
2019-02,전남,나주시,0,,,,
2019-02,전남,광양시,57,,,,
2019-02,전남,담양군,58,,,,
2019-02,전남,곡성군,0,,,,
2019-02,전남,구례군,0,,,,
2019-02,전남,고흥군,20,,,,
2019-02,전남,보성군,0,,,,
2019-02,전남,화순군,20,,,,
2019-02,전남,장흥군,46,,,,
2019-02,전남,강진군,78,,,,
2019-02,전남,해남군,61,,,,
2019-02,전남,영암군,568,,,,
2019-02,전남,무안군,120,,,,
2019-02,전남,함평군,0,,,,
2019-02,전남,영광군,0,,,,
2019-02,전남,장성군,568,,,,
2019-02,전남,완도군,0,,,,
2019-02,전남,진도군,23,,,,
2019-02,전남,신안군,0,,,,
2019-02,경북,계,"8,385",,,,
2019-02,경북,포항시,"1,373",,,,
2019-02,경북,경주시,"1,997",,,,
2019-02,경북,김천시,"1,250",,,,
2019-02,경북,안동시,494,,,,
2019-02,경북,구미시,911,,,,
2019-02,경북,영주시,0,,,,
2019-02,경북,영천시,879,,,,
2019-02,경북,상주시,102,,,,
2019-02,경북,문경시,0,,,,
2019-02,경북,경산시,673,,,,
2019-02,경북,군위군,0,,,,
2019-02,경북,의성군,0,,,,
2019-02,경북,청송군,0,,,,
2019-02,경북,영양군,0,,,,
2019-02,경북,영덕군,0,,,,
2019-02,경북,청도군,82,,,,
2019-02,경북,고령군,0,,,,
2019-02,경북,성주군,50,,,,
2019-02,경북,칠곡군,112,,,,
2019-02,경북,예천군,462,,,,
2019-02,경북,봉화군,0,,,,
2019-02,경북,울진군,0,,,,
2019-02,경북,울릉군,0,,,,
2019-02,경남,계,"14,781",,,,
2019-02,경남,창원시,"6,773",,,,
2019-02,경남,진주시,472,,,,
2019-02,경남,통영시,"1,508",,,,
2019-02,경남,사천시,"1,013",,,,
2019-02,경남,김해시,"1,829",,,,
2019-02,경남,밀양시,437,,,,
2019-02,경남,거제시,"1,832",,,,
2019-02,경남,양산시,840,,,,
2019-02,경남,의령군,1,,,,
2019-02,경남,함안군,0,,,,
2019-02,경남,창녕군,35,,,,
2019-02,경남,고성군,0,,,,
2019-02,경남,남해군,0,,,,
2019-02,경남,하동군,7,,,,
2019-02,경남,산청군,25,,,,
2019-02,경남,함양군,5,,,,
2019-02,경남,거창군,4,,,,
2019-02,경남,합천군,0,,,,
2019-02,제주,계,"1,271",,,,
2019-02,제주,제주시,776,,,,
2019-02,제주,서귀포시,495,,,,
2019-03,서울,계,770,,,,
2019-03,서울,종로구,0,,,,
2019-03,서울,중구,0,,,,
2019-03,서울,용산구,0,,,,
2019-03,서울,성동구,3,,,,
2019-03,서울,광진구,721,,,,
2019-03,서울,동대문구,0,,,,
2019-03,서울,중랑구,0,,,,
2019-03,서울,성북구,0,,,,
2019-03,서울,강북구,0,,,,
2019-03,서울,도봉구,5,,,,
2019-03,서울,노원구,0,,,,
2019-03,서울,은평구,0,,,,
2019-03,서울,서대문구,0,,,,
2019-03,서울,마포구,0,,,,
2019-03,서울,양천구,3,,,,
2019-03,서울,강서구,0,,,,
2019-03,서울,구로구,0,,,,
2019-03,서울,금천구,0,,,,
2019-03,서울,영등포구,0,,,,
2019-03,서울,동작구,0,,,,
2019-03,서울,관악구,0,,,,
2019-03,서울,서초구,16,,,,
2019-03,서울,강남구,0,,,,
2019-03,서울,송파구,8,,,,
2019-03,서울,강동구,14,,,,
2019-03,부산,계,"5,296",,,,
2019-03,부산,중구,0,,,,
2019-03,부산,서구,199,,,,
2019-03,부산,동구,341,,,,
2019-03,부산,영도구,649,,,,
2019-03,부산,부산진구,"1,127",,,,
2019-03,부산,동래구,127,,,,
2019-03,부산,남구,68,,,,
2019-03,부산,북구,203,,,,
2019-03,부산,해운대구,59,,,,
2019-03,부산,사하구,502,,,,
2019-03,부산,금정구,213,,,,
2019-03,부산,강서구,141,,,,
2019-03,부산,연제구,243,,,,
2019-03,부산,수영구,116,,,,
2019-03,부산,사상구,292,,,,
2019-03,부산,기장군,"1,016",,,,
2019-03,대구,계,706,,,,
2019-03,대구,중구,0,,,,
2019-03,대구,동구,13,,,,
2019-03,대구,서구,0,,,,
2019-03,대구,남구,0,,,,
2019-03,대구,북구,0,,,,
2019-03,대구,수성구,70,,,,
2019-03,대구,달서구,27,,,,
2019-03,대구,달성군,596,,,,
2019-03,인천,계,"2,454",,,,
2019-03,인천,중구,567,,,,
2019-03,인천,남동구,99,,,,
2019-03,인천,서구,"1,386",,,,
2019-03,인천,연수구,0,,,,
2019-03,인천,미추홀구,239,,,,
2019-03,인천,동구,0,,,,
2019-03,인천,부평구,133,,,,
2019-03,인천,계양구,30,,,,
2019-03,인천,강화군,0,,,,
2019-03,인천,옹진군,0,,,,
2019-03,광주,계,45,,,,
2019-03,광주,동구,0,,,,
2019-03,광주,서구,3,,,,
2019-03,광주,남구,0,,,,
2019-03,광주,북구,36,,,,
2019-03,광주,광산구,6,,,,
2019-03,대전,계,"1,475",,,,
2019-03,대전,동구,60,,,,
2019-03,대전,중구,210,,,,
2019-03,대전,서구,476,,,,
2019-03,대전,유성구,646,,,,
2019-03,대전,대덕구,83,,,,
2019-03,울산,계,"1,008",,,,
2019-03,울산,중구,99,,,,
2019-03,울산,남구,467,,,,
2019-03,울산,동구,83,,,,
2019-03,울산,북구,162,,,,
2019-03,울산,울주군,197,,,,
2019-03,경기,계,"7,305",,,,
2019-03,경기,수원시,5,,,,
2019-03,경기,성남시,108,,,,
2019-03,경기,의정부시,200,,,,
2019-03,경기,안양시,43,,,,
2019-03,경기,부천시,50,,,,
2019-03,경기,광명시,0,,,,
2019-03,경기,평택시,"2,056",,,,
2019-03,경기,동두천시,145,,,,
2019-03,경기,안산시,77,,,,
2019-03,경기,고양시,408,,,,
2019-03,경기,과천시,0,,,,
2019-03,경기,구리시,47,,,,
2019-03,경기,남양주시,450,,,,
2019-03,경기,오산시,286,,,,
2019-03,경기,시흥시,30,,,,
2019-03,경기,군포시,47,,,,
2019-03,경기,의왕시,1,,,,
2019-03,경기,하남시,20,,,,
2019-03,경기,용인시,377,,,,
2019-03,경기,파주시,12,,,,
2019-03,경기,이천시,453,,,,
2019-03,경기,안성시,"1,239",,,,
2019-03,경기,김포시,36,,,,
2019-03,경기,양주시,9,,,,
2019-03,경기,여주시,177,,,,
2019-03,경기,화성시,742,,,,
2019-03,경기,광주시,108,,,,
2019-03,경기,연천군,29,,,,
2019-03,경기,포천시,99,,,,
2019-03,경기,가평군,14,,,,
2019-03,경기,양평군,37,,,,
2019-03,강원,계,"5,748",,,,
2019-03,강원,춘천시,763,,,,
2019-03,강원,원주시,"1,114",,,,
2019-03,강원,강릉시,388,,,,
2019-03,강원,동해시,953,,,,
2019-03,강원,태백시,110,,,,
2019-03,강원,속초시,647,,,,
2019-03,강원,삼척시,32,,,,
2019-03,강원,홍천군,14,,,,
2019-03,강원,횡성군,64,,,,
2019-03,강원,영월군,354,,,,
2019-03,강원,평창군,9,,,,
2019-03,강원,정선군,114,,,,
2019-03,강원,철원군,0,,,,
2019-03,강원,화천군,0,,,,
2019-03,강원,양구군,0,,,,
2019-03,강원,인제군,298,,,,
2019-03,강원,고성군,578,,,,
2019-03,강원,양양군,310,,,,
2019-03,충북,계,"3,536",,,,
2019-03,충북,청주시,"1,838",,,,
2019-03,충북,충주시,286,,,,
2019-03,충북,제천시,256,,,,
2019-03,충북,보은군,332,,,,
2019-03,충북,옥천군,257,,,,
2019-03,충북,영동군,24,,,,
2019-03,충북,증평군,0,,,,
2019-03,충북,진천군,246,,,,
2019-03,충북,괴산군,0,,,,
2019-03,충북,음성군,297,,,,
2019-03,충북,단양군,0,,,,
2019-03,충남,계,"6,743",,,,
2019-03,충남,천안시,"1,296",,,,
2019-03,충남,공주시,289,,,,
2019-03,충남,보령시,466,,,,
2019-03,충남,아산시,262,,,,
2019-03,충남,서산시,"1,775",,,,
2019-03,충남,논산시,243,,,,
2019-03,충남,계룡시,160,,,,
2019-03,충남,당진시,"1,009",,,,
2019-03,충남,금산군,0,,,,
2019-03,충남,부여군,325,,,,
2019-03,충남,서천군,362,,,,
2019-03,충남,청양군,0,,,,
2019-03,충남,홍성군,58,,,,
2019-03,충남,예산군,294,,,,
2019-03,충남,태안군,204,,,,
2019-03,세종,계,0,,,,
2019-03,세종,세종시,0,,,,
2019-03,전북,계,"1,374",,,,
2019-03,전북,전주시,124,,,,
2019-03,전북,군산시,458,,,,
2019-03,전북,익산시,105,,,,
2019-03,전북,정읍시,30,,,,
2019-03,전북,남원시,31,,,,
2019-03,전북,김제시,96,,,,
2019-03,전북,완주군,465,,,,
2019-03,전북,진안군,0,,,,
2019-03,전북,무주군,0,,,,
2019-03,전북,장수군,0,,,,
2019-03,전북,임실군,30,,,,
2019-03,전북,순창군,35,,,,
2019-03,전북,고창군,0,,,,
2019-03,전북,부안군,0,,,,
2019-03,전남,계,"1,374",,,,
2019-03,전남,목포시,297,,,,
2019-03,전남,여수시,0,,,,
2019-03,전남,순천시,20,,,,
2019-03,전남,나주시,0,,,,
2019-03,전남,광양시,57,,,,
2019-03,전남,담양군,95,,,,
2019-03,전남,곡성군,0,,,,
2019-03,전남,구례군,0,,,,
2019-03,전남,고흥군,20,,,,
2019-03,전남,보성군,0,,,,
2019-03,전남,화순군,18,,,,
2019-03,전남,장흥군,44,,,,
2019-03,전남,강진군,78,,,,
2019-03,전남,해남군,53,,,,
2019-03,전남,영암군,554,,,,
2019-03,전남,무안군,116,,,,
2019-03,전남,함평군,0,,,,
2019-03,전남,영광군,0,,,,
2019-03,전남,장성군,0,,,,
2019-03,전남,완도군,0,,,,
2019-03,전남,진도군,22,,,,
2019-03,전남,신안군,0,,,,
2019-03,경북,계,"8,262",,,,
2019-03,경북,포항시,"1,392",,,,
2019-03,경북,경주시,"2,005",,,,
2019-03,경북,김천시,"1,236",,,,
2019-03,경북,안동시,484,,,,
2019-03,경북,구미시,869,,,,
2019-03,경북,영주시,0,,,,
2019-03,경북,영천시,871,,,,
2019-03,경북,상주시,94,,,,
2019-03,경북,문경시,0,,,,
2019-03,경북,경산시,624,,,,
2019-03,경북,군위군,0,,,,
2019-03,경북,의성군,0,,,,
2019-03,경북,청송군,0,,,,
2019-03,경북,영양군,0,,,,
2019-03,경북,영덕군,0,,,,
2019-03,경북,청도군,81,,,,
2019-03,경북,고령군,0,,,,
2019-03,경북,성주군,50,,,,
2019-03,경북,칠곡군,98,,,,
2019-03,경북,예천군,458,,,,
2019-03,경북,봉화군,0,,,,
2019-03,경북,울진군,0,,,,
2019-03,경북,울릉군,0,,,,
2019-03,경남,계,"14,824",,,,
2019-03,경남,창원시,"6,750",,,,
2019-03,경남,진주시,469,,,,
2019-03,경남,통영시,"1,515",,,,
2019-03,경남,사천시,998,,,,
2019-03,경남,김해시,"1,823",,,,
2019-03,경남,밀양시,445,,,,
2019-03,경남,거제시,"1,841",,,,
2019-03,경남,양산시,906,,,,
2019-03,경남,의령군,1,,,,
2019-03,경남,함안군,0,,,,
2019-03,경남,창녕군,35,,,,
2019-03,경남,고성군,0,,,,
2019-03,경남,남해군,0,,,,
2019-03,경남,하동군,7,,,,
2019-03,경남,산청군,25,,,,
2019-03,경남,함양군,5,,,,
2019-03,경남,거창군,4,,,,
2019-03,경남,합천군,0,,,,
2019-03,제주,계,"1,227",,,,
2019-03,제주,제주시,742,,,,
2019-03,제주,서귀포시,485,,,,
2019-04,서울,계,292,,,,
2019-04,서울,종로구,,,,,
2019-04,서울,중구,,,,,
2019-04,서울,용산구,,,,,
2019-04,서울,성동구,3,,,,
2019-04,서울,광진구,244,,,,
2019-04,서울,동대문구,,,,,
2019-04,서울,중랑구,,,,,
2019-04,서울,성북구,,,,,
2019-04,서울,강북구,,,,,
2019-04,서울,도봉구,5,,,,
2019-04,서울,노원구,,,,,
2019-04,서울,은평구,,,,,
2019-04,서울,서대문구,,,,,
2019-04,서울,마포구,,,,,
2019-04,서울,양천구,3,,,,
2019-04,서울,강서구,,,,,
2019-04,서울,구로구,,,,,
2019-04,서울,금천구,,,,,
2019-04,서울,영등포구,,,,,
2019-04,서울,동작구,,,,,
2019-04,서울,관악구,,,,,
2019-04,서울,서초구,16,,,,
2019-04,서울,강남구,,,,,
2019-04,서울,송파구,8,,,,
2019-04,서울,강동구,13,,,,
2019-04,부산,계,"5,401",,,,
2019-04,부산,중구,0,,,,
2019-04,부산,서구,263,,,,
2019-04,부산,동구,421,,,,
2019-04,부산,영도구,626,,,,
2019-04,부산,부산진구,"1,087",,,,
2019-04,부산,동래구,122,,,,
2019-04,부산,남구,64,,,,
2019-04,부산,북구,440,,,,
2019-04,부산,해운대구,57,,,,
2019-04,부산,사하구,422,,,,
2019-04,부산,금정구,208,,,,
2019-04,부산,강서구,141,,,,
2019-04,부산,연제구,217,,,,
2019-04,부산,수영구,105,,,,
2019-04,부산,사상구,277,,,,
2019-04,부산,기장군,951,,,,
2019-04,대구,계,"1,585",,,,
2019-04,대구,중구,0,,,,
2019-04,대구,동구,152,,,,
2019-04,대구,서구,0,,,,
2019-04,대구,남구,0,,,,
2019-04,대구,북구,0,,,,
2019-04,대구,수성구,69,,,,
2019-04,대구,달서구,180,,,,
2019-04,대구,달성군,"1,184",,,,
2019-04,인천,계,"2,105",,,,
2019-04,인천,중구,563,,,,
2019-04,인천,남동구,99,,,,
2019-04,인천,서구,"1,055",,,,
2019-04,인천,연수구,0,,,,
2019-04,인천,미추홀구,239,,,,
2019-04,인천,동구,0,,,,
2019-04,인천,부평구,119,,,,
2019-04,인천,계양구,30,,,,
2019-04,인천,강화군,0,,,,
2019-04,인천,옹진군,0,,,,
2019-04,광주,계,40,,,,
2019-04,광주,동구,0,,,,
2019-04,광주,서구,3,,,,
2019-04,광주,남구,0,,,,
2019-04,광주,북구,36,,,,
2019-04,광주,광산구,1,,,,
2019-04,대전,계,"1,225",,,,
2019-04,대전,동구,53,,,,
2019-04,대전,중구,203,,,,
2019-04,대전,서구,430,,,,
2019-04,대전,유성구,487,,,,
2019-04,대전,대덕구,52,,,,
2019-04,울산,계,"1,076",,,,
2019-04,울산,중구,99,,,,
2019-04,울산,남구,516,,,,
2019-04,울산,동구,82,,,,
2019-04,울산,북구,182,,,,
2019-04,울산,울주군,197,,,,
2019-04,경기,계,"7,048",,,,
2019-04,경기,수원시,4,,,,
2019-04,경기,성남시,60,,,,
2019-04,경기,의정부시,233,,,,
2019-04,경기,안양시,73,,,,
2019-04,경기,부천시,41,,,,
2019-04,경기,광명시,0,,,,
2019-04,경기,평택시,"1,960",,,,
2019-04,경기,동두천시,129,,,,
2019-04,경기,안산시,77,,,,
2019-04,경기,고양시,407,,,,
2019-04,경기,과천시,0,,,,
2019-04,경기,구리시,47,,,,
2019-04,경기,남양주시,498,,,,
2019-04,경기,오산시,263,,,,
2019-04,경기,시흥시,30,,,,
2019-04,경기,군포시,47,,,,
2019-04,경기,의왕시,1,,,,
2019-04,경기,하남시,20,,,,
2019-04,경기,용인시,364,,,,
2019-04,경기,파주시,12,,,,
2019-04,경기,이천시,411,,,,
2019-04,경기,안성시,"1,220",,,,
2019-04,경기,김포시,35,,,,
2019-04,경기,양주시,9,,,,
2019-04,경기,여주시,168,,,,
2019-04,경기,화성시,662,,,,
2019-04,경기,광주시,106,,,,
2019-04,경기,연천군,24,,,,
2019-04,경기,포천시,90,,,,
2019-04,경기,가평군,14,,,,
2019-04,경기,양평군,43,,,,
2019-04,강원,계,"7,882",,,,
2019-04,강원,춘천시,605,,,,
2019-04,강원,원주시,"3,350",,,,
2019-04,강원,강릉시,365,,,,
2019-04,강원,동해시,"1,108",,,,
2019-04,강원,태백시,105,,,,
2019-04,강원,속초시,611,,,,
2019-04,강원,삼척시,31,,,,
2019-04,강원,홍천군,14,,,,
2019-04,강원,횡성군,63,,,,
2019-04,강원,영월군,349,,,,
2019-04,강원,평창군,9,,,,
2019-04,강원,정선군,113,,,,
2019-04,강원,철원군,0,,,,
2019-04,강원,화천군,0,,,,
2019-04,강원,양구군,0,,,,
2019-04,강원,인제군,292,,,,
2019-04,강원,고성군,560,,,,
2019-04,강원,양양군,307,,,,
2019-04,충북,계,"3,514",,,,
2019-04,충북,청주시,"1,768",,,,
2019-04,충북,충주시,270,,,,
2019-04,충북,제천시,241,,,,
2019-04,충북,보은군,332,,,,
2019-04,충북,옥천군,257,,,,
2019-04,충북,영동군,24,,,,
2019-04,충북,증평군,0,,,,
2019-04,충북,진천군,332,,,,
2019-04,충북,괴산군,0,,,,
2019-04,충북,음성군,290,,,,
2019-04,충북,단양군,0,,,,
2019-04,충남,계,"6,413",,,,
2019-04,충남,천안시,"1,162",,,,
2019-04,충남,공주시,284,,,,
2019-04,충남,보령시,428,,,,
2019-04,충남,아산시,208,,,,
2019-04,충남,서산시,"1,756",,,,
2019-04,충남,논산시,243,,,,
2019-04,충남,계룡시,158,,,,
2019-04,충남,당진시,968,,,,
2019-04,충남,금산군,0,,,,
2019-04,충남,부여군,325,,,,
2019-04,충남,서천군,361,,,,
2019-04,충남,청양군,0,,,,
2019-04,충남,홍성군,52,,,,
2019-04,충남,예산군,266,,,,
2019-04,충남,태안군,202,,,,
2019-04,세종,계,,,,,
2019-04,세종,세종시,,,,,
2019-04,전북,계,"1,205",,,,
2019-04,전북,전주시,113,,,,
2019-04,전북,군산시,422,,,,
2019-04,전북,익산시,99,,,,
2019-04,전북,정읍시,27,,,,
2019-04,전북,남원시,29,,,,
2019-04,전북,김제시,95,,,,
2019-04,전북,완주군,358,,,,
2019-04,전북,진안군,0,,,,
2019-04,전북,무주군,0,,,,
2019-04,전북,장수군,0,,,,
2019-04,전북,임실군,30,,,,
2019-04,전북,순창군,32,,,,
2019-04,전북,고창군,0,,,,
2019-04,전북,부안군,0,,,,
2019-04,전남,계,"1,474",,,,
2019-04,전남,목포시,289,,,,
2019-04,전남,여수시,0,,,,
2019-04,전남,순천시,20,,,,
2019-04,전남,나주시,0,,,,
2019-04,전남,광양시,57,,,,
2019-04,전남,담양군,80,,,,
2019-04,전남,곡성군,0,,,,
2019-04,전남,구례군,0,,,,
2019-04,전남,고흥군,20,,,,
2019-04,전남,보성군,0,,,,
2019-04,전남,화순군,15,,,,
2019-04,전남,장흥군,40,,,,
2019-04,전남,강진군,78,,,,
2019-04,전남,해남군,45,,,,
2019-04,전남,영암군,695,,,,
2019-04,전남,무안군,113,,,,
2019-04,전남,함평군,0,,,,
2019-04,전남,영광군,0,,,,
2019-04,전남,장성군,0,,,,
2019-04,전남,완도군,0,,,,
2019-04,전남,진도군,22,,,,
2019-04,전남,신안군,0,,,,
2019-04,경북,계,"8,060",,,,
2019-04,경북,포항시,"1,355",,,,
2019-04,경북,경주시,"1,997",,,,
2019-04,경북,김천시,"1,214",,,,
2019-04,경북,안동시,480,,,,
2019-04,경북,구미시,838,,,,
2019-04,경북,영주시,0,,,,
2019-04,경북,영천시,858,,,,
2019-04,경북,상주시,86,,,,
2019-04,경북,문경시,0,,,,
2019-04,경북,경산시,592,,,,
2019-04,경북,군위군,0,,,,
2019-04,경북,의성군,0,,,,
2019-04,경북,청송군,0,,,,
2019-04,경북,영양군,0,,,,
2019-04,경북,영덕군,0,,,,
2019-04,경북,청도군,80,,,,
2019-04,경북,고령군,0,,,,
2019-04,경북,성주군,48,,,,
2019-04,경북,칠곡군,87,,,,
2019-04,경북,예천군,425,,,,
2019-04,경북,봉화군,0,,,,
2019-04,경북,울진군,0,,,,
2019-04,경북,울릉군,0,,,,
2019-04,경남,계,"13,476",,,,
2019-04,경남,창원시,"5,892",,,,
2019-04,경남,진주시,466,,,,
2019-04,경남,통영시,"1,509",,,,
2019-04,경남,사천시,649,,,,
2019-04,경남,김해시,"1,738",,,,
2019-04,경남,밀양시,445,,,,
2019-04,경남,거제시,"1,818",,,,
2019-04,경남,양산시,886,,,,
2019-04,경남,의령군,1,,,,
2019-04,경남,함안군,0,,,,
2019-04,경남,창녕군,32,,,,
2019-04,경남,고성군,0,,,,
2019-04,경남,남해군,0,,,,
2019-04,경남,하동군,7,,,,
2019-04,경남,산청군,24,,,,
2019-04,경남,함양군,5,,,,
2019-04,경남,거창군,4,,,,
2019-04,경남,합천군,0,,,,
2019-04,제주,계,"1,245",,,,
2019-04,제주,제주시,768,,,,
2019-04,제주,서귀포시,477,,,,
2019-05,서울,계,178,,,,
2019-05,서울,종로구,,,,,
2019-05,서울,중구,,,,,
2019-05,서울,용산구,,,,,
2019-05,서울,성동구,3,,,,
2019-05,서울,광진구,110,,,,
2019-05,서울,동대문구,,,,,
2019-05,서울,중랑구,,,,,
2019-05,서울,성북구,,,,,
2019-05,서울,강북구,,,,,
2019-05,서울,도봉구,5,,,,
2019-05,서울,노원구,,,,,
2019-05,서울,은평구,,,,,
2019-05,서울,서대문구,,,,,
