미분양주택현황보고(Unsold New Housings) / 시·군·구별 미분양현황 (200012 ~ 202509),,,,,,,
다운로드 시간 : 2025-11-16   16:12,,,,,,,
,검색기간  : 202303 ~ 202509,검색분야 : 주택,작성주기 : 매월,,,,
2023-03,경기,안산시,0,,,,
2023-03,경기,고양시,113,,,,
2023-03,경기,과천시,0,,,,
2023-03,경기,구리시,2,,,,
2023-03,경기,남양주시,132,,,,
2023-03,경기,오산시,4,,,,
2023-03,경기,시흥시,19,,,,
2023-03,경기,군포시,0,,,,
2023-03,경기,의왕시,248,,,,
2023-03,경기,하남시,2,,,,
2023-03,경기,용인시,334,,,,
2023-03,경기,파주시,1,,,,
2023-03,경기,이천시,3,,,,
2023-03,경기,안성시,902,,,,
2023-03,경기,김포시,1,,,,
2023-03,경기,양주시,"1,116",,,,
2023-03,경기,여주시,0,,,,
2023-03,경기,화성시,423,,,,
2023-03,경기,광주시,522,,,,
2023-03,경기,연천군,247,,,,
2023-03,경기,포천시,0,,,,
2023-03,경기,가평군,7,,,,
2023-03,경기,양평군,166,,,,
2023-03,강원,계,"3,048",,,,
2023-03,강원,춘천시,160,,,,
2023-03,강원,원주시,"1,652",,,,
2023-03,강원,강릉시,303,,,,
2023-03,강원,동해시,18,,,,
2023-03,강원,태백시,0,,,,
2023-03,강원,속초시,168,,,,
2023-03,강원,삼척시,54,,,,
2023-03,강원,홍천군,5,,,,
2023-03,강원,횡성군,34,,,,
2023-03,강원,영월군,0,,,,
2023-03,강원,평창군,361,,,,
2023-03,강원,정선군,112,,,,
2023-03,강원,철원군,51,,,,
2023-03,강원,화천군,0,,,,
2023-03,강원,양구군,0,,,,
2023-03,강원,인제군,0,,,,
2023-03,강원,고성군,72,,,,
2023-03,강원,양양군,58,,,,
2023-03,충북,계,"4,307",,,,
2023-03,충북,청주시,171,,,,
2023-03,충북,충주시,21,,,,
2023-03,충북,제천시,660,,,,
2023-03,충북,보은군,0,,,,
2023-03,충북,옥천군,719,,,,
2023-03,충북,영동군,5,,,,
2023-03,충북,증평군,0,,,,
2023-03,충북,진천군,233,,,,
2023-03,충북,괴산군,0,,,,
2023-03,충북,음성군,"2,498",,,,
2023-03,충북,단양군,0,,,,
2023-03,충남,계,"8,036",,,,
2023-03,충남,천안시,"3,554",,,,
2023-03,충남,공주시,254,,,,
2023-03,충남,보령시,0,,,,
2023-03,충남,아산시,"2,141",,,,
2023-03,충남,서산시,181,,,,
2023-03,충남,논산시,111,,,,
2023-03,충남,계룡시,0,,,,
2023-03,충남,당진시,46,,,,
2023-03,충남,금산군,38,,,,
2023-03,충남,부여군,9,,,,
2023-03,충남,서천군,8,,,,
2023-03,충남,청양군,0,,,,
2023-03,충남,홍성군,"1,177",,,,
2023-03,충남,예산군,513,,,,
2023-03,충남,태안군,4,,,,
2023-03,세종,계,157,,,,
2023-03,세종,세종시,157,,,,
2023-03,전북,계,"3,971",,,,
2023-03,전북,전주시,111,,,,
2023-03,전북,군산시,"2,463",,,,
2023-03,전북,익산시,"1,050",,,,
2023-03,전북,정읍시,0,,,,
2023-03,전북,남원시,7,,,,
2023-03,전북,김제시,270,,,,
2023-03,전북,완주군,67,,,,
2023-03,전북,진안군,0,,,,
2023-03,전북,무주군,0,,,,
2023-03,전북,장수군,0,,,,
2023-03,전북,임실군,0,,,,
2023-03,전북,순창군,3,,,,
2023-03,전북,고창군,0,,,,
2023-03,전북,부안군,0,,,,
2023-03,전남,계,"2,819",,,,
2023-03,전남,목포시,247,,,,
2023-03,전남,여수시,115,,,,
2023-03,전남,순천시,331,,,,
2023-03,전남,나주시,129,,,,
2023-03,전남,광양시,"1,215",,,,
2023-03,전남,담양군,0,,,,
2023-03,전남,곡성군,0,,,,
2023-03,전남,구례군,2,,,,
2023-03,전남,고흥군,19,,,,
2023-03,전남,보성군,0,,,,
2023-03,전남,화순군,119,,,,
2023-03,전남,장흥군,84,,,,
2023-03,전남,강진군,0,,,,
2023-03,전남,해남군,29,,,,
2023-03,전남,영암군,357,,,,
2023-03,전남,무안군,39,,,,
2023-03,전남,함평군,80,,,,
2023-03,전남,영광군,0,,,,
2023-03,전남,장성군,53,,,,
2023-03,전남,완도군,0,,,,
2023-03,전남,진도군,0,,,,
2023-03,전남,신안군,0,,,,
2023-03,경북,계,"9,016",,,,
2023-03,경북,포항시,"5,741",,,,
2023-03,경북,경주시,"1,427",,,,
2023-03,경북,김천시,542,,,,
2023-03,경북,안동시,58,,,,
2023-03,경북,구미시,123,,,,
2023-03,경북,영주시,156,,,,
2023-03,경북,영천시,24,,,,
2023-03,경북,상주시,17,,,,
2023-03,경북,문경시,24,,,,
2023-03,경북,경산시,801,,,,
2023-03,경북,군위군,0,,,,
2023-03,경북,의성군,0,,,,
2023-03,경북,청송군,0,,,,
2023-03,경북,영양군,0,,,,
2023-03,경북,영덕군,0,,,,
2023-03,경북,청도군,45,,,,
2023-03,경북,고령군,0,,,,
2023-03,경북,성주군,0,,,,
2023-03,경북,칠곡군,0,,,,
2023-03,경북,예천군,0,,,,
2023-03,경북,봉화군,0,,,,
2023-03,경북,울진군,58,,,,
2023-03,경북,울릉군,0,,,,
2023-03,경남,계,"4,595",,,,
2023-03,경남,창원시,404,,,,
2023-03,경남,진주시,49,,,,
2023-03,경남,통영시,277,,,,
2023-03,경남,사천시,662,,,,
2023-03,경남,김해시,"1,079",,,,
2023-03,경남,밀양시,52,,,,
2023-03,경남,거제시,950,,,,
2023-03,경남,양산시,526,,,,
2023-03,경남,의령군,0,,,,
2023-03,경남,함안군,0,,,,
2023-03,경남,창녕군,1,,,,
2023-03,경남,고성군,341,,,,
2023-03,경남,남해군,0,,,,
2023-03,경남,하동군,0,,,,
2023-03,경남,산청군,1,,,,
2023-03,경남,함양군,253,,,,
2023-03,경남,거창군,0,,,,
2023-03,경남,합천군,0,,,,
2023-03,제주,계,"1,916",,,,
2023-03,제주,제주시,"1,010",,,,
2023-03,제주,서귀포시,906,,,,
2023-04,서울,계,"1,058",,,,
2023-04,서울,종로구,0,,,,
2023-04,서울,중구,2,,,,
2023-04,서울,용산구,37,,,,
2023-04,서울,성동구,0,,,,
2023-04,서울,광진구,3,,,,
2023-04,서울,동대문구,52,,,,
2023-04,서울,중랑구,0,,,,
2023-04,서울,성북구,0,,,,
2023-04,서울,강북구,186,,,,
2023-04,서울,도봉구,60,,,,
2023-04,서울,노원구,0,,,,
2023-04,서울,은평구,0,,,,
2023-04,서울,서대문구,0,,,,
2023-04,서울,마포구,241,,,,
2023-04,서울,양천구,0,,,,
2023-04,서울,강서구,126,,,,
2023-04,서울,구로구,88,,,,
2023-04,서울,금천구,34,,,,
2023-04,서울,영등포구,0,,,,
2023-04,서울,동작구,0,,,,
2023-04,서울,관악구,0,,,,
2023-04,서울,서초구,0,,,,
2023-04,서울,강남구,0,,,,
2023-04,서울,송파구,0,,,,
2023-04,서울,강동구,229,,,,
2023-04,부산,계,"2,624",,,,
2023-04,부산,중구,0,,,,
2023-04,부산,서구,78,,,,
2023-04,부산,동구,436,,,,
2023-04,부산,영도구,26,,,,
2023-04,부산,부산진구,843,,,,
2023-04,부산,동래구,7,,,,
2023-04,부산,남구,24,,,,
2023-04,부산,북구,137,,,,
2023-04,부산,해운대구,44,,,,
2023-04,부산,사하구,439,,,,
2023-04,부산,금정구,209,,,,
2023-04,부산,강서구,20,,,,
2023-04,부산,연제구,80,,,,
2023-04,부산,수영구,62,,,,
2023-04,부산,사상구,197,,,,
2023-04,부산,기장군,22,,,,
2023-04,대구,계,"13,028",,,,
2023-04,대구,중구,"1,087",,,,
2023-04,대구,동구,"1,648",,,,
2023-04,대구,서구,794,,,,
2023-04,대구,남구,"3,080",,,,
2023-04,대구,북구,"1,491",,,,
2023-04,대구,수성구,"2,449",,,,
2023-04,대구,달서구,"2,436",,,,
2023-04,대구,달성군,43,,,,
2023-04,인천,계,"3,071",,,,
2023-04,인천,중구,641,,,,
2023-04,인천,남동구,458,,,,
2023-04,인천,서구,249,,,,
2023-04,인천,연수구,379,,,,
2023-04,인천,미추홀구,"1,049",,,,
2023-04,인천,동구,0,,,,
2023-04,인천,부평구,122,,,,
2023-04,인천,계양구,154,,,,
2023-04,인천,강화군,19,,,,
2023-04,인천,옹진군,0,,,,
2023-04,광주,계,560,,,,
2023-04,광주,동구,144,,,,
2023-04,광주,서구,96,,,,
2023-04,광주,남구,137,,,,
2023-04,광주,북구,44,,,,
2023-04,광주,광산구,139,,,,
2023-04,대전,계,"2,498",,,,
2023-04,대전,동구,373,,,,
2023-04,대전,중구,892,,,,
2023-04,대전,서구,"1,096",,,,
2023-04,대전,유성구,64,,,,
2023-04,대전,대덕구,73,,,,
2023-04,울산,계,"4,125",,,,
2023-04,울산,중구,106,,,,
2023-04,울산,남구,"1,783",,,,
2023-04,울산,동구,64,,,,
2023-04,울산,북구,42,,,,
2023-04,울산,울주군,"2,130",,,,
2023-04,경기,계,"7,480",,,,
2023-04,경기,수원시,360,,,,
2023-04,경기,성남시,74,,,,
2023-04,경기,의정부시,220,,,,
2023-04,경기,안양시,69,,,,
2023-04,경기,부천시,131,,,,
2023-04,경기,광명시,0,,,,
2023-04,경기,평택시,"2,025",,,,
2023-04,경기,동두천시,178,,,,
2023-04,경기,안산시,0,,,,
2023-04,경기,고양시,113,,,,
2023-04,경기,과천시,0,,,,
2023-04,경기,구리시,2,,,,
2023-04,경기,남양주시,158,,,,
2023-04,경기,오산시,4,,,,
2023-04,경기,시흥시,19,,,,
2023-04,경기,군포시,0,,,,
2023-04,경기,의왕시,208,,,,
2023-04,경기,하남시,2,,,,
2023-04,경기,용인시,331,,,,
2023-04,경기,파주시,1,,,,
2023-04,경기,이천시,3,,,,
2023-04,경기,안성시,811,,,,
2023-04,경기,김포시,1,,,,
2023-04,경기,양주시,"1,075",,,,
2023-04,경기,여주시,0,,,,
2023-04,경기,화성시,825,,,,
2023-04,경기,광주시,450,,,,
2023-04,경기,연천군,247,,,,
2023-04,경기,포천시,0,,,,
2023-04,경기,가평군,7,,,,
2023-04,경기,양평군,166,,,,
2023-04,강원,계,"2,887",,,,
2023-04,강원,춘천시,161,,,,
2023-04,강원,원주시,"1,537",,,,
2023-04,강원,강릉시,303,,,,
2023-04,강원,동해시,16,,,,
2023-04,강원,태백시,0,,,,
2023-04,강원,속초시,168,,,,
2023-04,강원,삼척시,54,,,,
2023-04,강원,홍천군,5,,,,
2023-04,강원,횡성군,30,,,,
2023-04,강원,영월군,0,,,,
2023-04,강원,평창군,359,,,,
2023-04,강원,정선군,102,,,,
2023-04,강원,철원군,51,,,,
2023-04,강원,화천군,0,,,,
2023-04,강원,양구군,0,,,,
2023-04,강원,인제군,0,,,,
2023-04,강원,고성군,43,,,,
2023-04,강원,양양군,58,,,,
2023-04,충북,계,"4,180",,,,
2023-04,충북,청주시,161,,,,
2023-04,충북,충주시,21,,,,
2023-04,충북,제천시,657,,,,
2023-04,충북,보은군,0,,,,
2023-04,충북,옥천군,710,,,,
2023-04,충북,영동군,4,,,,
2023-04,충북,증평군,0,,,,
2023-04,충북,진천군,230,,,,
2023-04,충북,괴산군,0,,,,
2023-04,충북,음성군,"2,397",,,,
2023-04,충북,단양군,0,,,,
2023-04,충남,계,"7,508",,,,
2023-04,충남,천안시,"3,291",,,,
2023-04,충남,공주시,253,,,,
2023-04,충남,보령시,0,,,,
2023-04,충남,아산시,"1,915",,,,
2023-04,충남,서산시,178,,,,
2023-04,충남,논산시,108,,,,
2023-04,충남,계룡시,0,,,,
2023-04,충남,당진시,46,,,,
2023-04,충남,금산군,38,,,,
2023-04,충남,부여군,9,,,,
2023-04,충남,서천군,7,,,,
2023-04,충남,청양군,0,,,,
2023-04,충남,홍성군,"1,167",,,,
2023-04,충남,예산군,492,,,,
2023-04,충남,태안군,4,,,,
2023-04,세종,계,156,,,,
2023-04,세종,세종시,156,,,,
2023-04,전북,계,"3,903",,,,
2023-04,전북,전주시,103,,,,
2023-04,전북,군산시,"2,417",,,,
2023-04,전북,익산시,"1,038",,,,
2023-04,전북,정읍시,0,,,,
2023-04,전북,남원시,7,,,,
2023-04,전북,김제시,268,,,,
2023-04,전북,완주군,67,,,,
2023-04,전북,진안군,0,,,,
2023-04,전북,무주군,0,,,,
2023-04,전북,장수군,0,,,,
2023-04,전북,임실군,0,,,,
2023-04,전북,순창군,3,,,,
2023-04,전북,고창군,0,,,,
2023-04,전북,부안군,0,,,,
2023-04,전남,계,"3,029",,,,
2023-04,전남,목포시,247,,,,
2023-04,전남,여수시,115,,,,
2023-04,전남,순천시,327,,,,
2023-04,전남,나주시,128,,,,
2023-04,전남,광양시,"1,210",,,,
2023-04,전남,담양군,67,,,,
2023-04,전남,곡성군,0,,,,
2023-04,전남,구례군,2,,,,
2023-04,전남,고흥군,19,,,,
2023-04,전남,보성군,0,,,,
2023-04,전남,화순군,118,,,,
2023-04,전남,장흥군,83,,,,
2023-04,전남,강진군,0,,,,
2023-04,전남,해남군,29,,,,
2023-04,전남,영암군,357,,,,
2023-04,전남,무안군,39,,,,
2023-04,전남,함평군,235,,,,
2023-04,전남,영광군,0,,,,
2023-04,전남,장성군,53,,,,
2023-04,전남,완도군,0,,,,
2023-04,전남,진도군,0,,,,
2023-04,전남,신안군,0,,,,
2023-04,경북,계,"8,878",,,,
2023-04,경북,포항시,"5,649",,,,
2023-04,경북,경주시,"1,399",,,,
2023-04,경북,김천시,537,,,,
2023-04,경북,안동시,58,,,,
2023-04,경북,구미시,123,,,,
2023-04,경북,영주시,146,,,,
2023-04,경북,영천시,22,,,,
2023-04,경북,상주시,17,,,,
2023-04,경북,문경시,23,,,,
2023-04,경북,경산시,801,,,,
2023-04,경북,군위군,0,,,,
2023-04,경북,의성군,0,,,,
2023-04,경북,청송군,0,,,,
2023-04,경북,영양군,0,,,,
2023-04,경북,영덕군,0,,,,
2023-04,경북,청도군,45,,,,
2023-04,경북,고령군,0,,,,
2023-04,경북,성주군,0,,,,
2023-04,경북,칠곡군,0,,,,
2023-04,경북,예천군,0,,,,
2023-04,경북,봉화군,0,,,,
2023-04,경북,울진군,58,,,,
2023-04,경북,울릉군,0,,,,
2023-04,경남,계,"4,414",,,,
2023-04,경남,창원시,388,,,,
2023-04,경남,진주시,45,,,,
2023-04,경남,통영시,297,,,,
2023-04,경남,사천시,662,,,,
2023-04,경남,김해시,943,,,,
2023-04,경남,밀양시,52,,,,
2023-04,경남,거제시,947,,,,
2023-04,경남,양산시,530,,,,
2023-04,경남,의령군,0,,,,
2023-04,경남,함안군,0,,,,
2023-04,경남,창녕군,1,,,,
2023-04,경남,고성군,341,,,,
2023-04,경남,남해군,0,,,,
2023-04,경남,하동군,0,,,,
2023-04,경남,산청군,1,,,,
2023-04,경남,함양군,207,,,,
2023-04,경남,거창군,0,,,,
2023-04,경남,합천군,0,,,,
2023-04,제주,계,"1,966",,,,
2023-04,제주,제주시,"1,060",,,,
2023-04,제주,서귀포시,906,,,,
2023-05,서울,계,"1,144",,,,
2023-05,서울,종로구,0,,,,
2023-05,서울,중구,2,,,,
2023-05,서울,용산구,36,,,,
2023-05,서울,성동구,0,,,,
2023-05,서울,광진구,3,,,,
2023-05,서울,동대문구,52,,,,
2023-05,서울,중랑구,0,,,,
2023-05,서울,성북구,0,,,,
2023-05,서울,강북구,180,,,,
2023-05,서울,도봉구,61,,,,
2023-05,서울,노원구,0,,,,
2023-05,서울,은평구,0,,,,
2023-05,서울,서대문구,0,,,,
2023-05,서울,마포구,222,,,,
2023-05,서울,양천구,0,,,,
2023-05,서울,강서구,245,,,,
2023-05,서울,구로구,81,,,,
2023-05,서울,금천구,34,,,,
2023-05,서울,영등포구,0,,,,
2023-05,서울,동작구,0,,,,
2023-05,서울,관악구,0,,,,
2023-05,서울,서초구,0,,,,
2023-05,서울,강남구,0,,,,
2023-05,서울,송파구,0,,,,
2023-05,서울,강동구,228,,,,
2023-05,부산,계,"2,892",,,,
2023-05,부산,중구,0,,,,
2023-05,부산,서구,79,,,,
2023-05,부산,동구,427,,,,
2023-05,부산,영도구,25,,,,
2023-05,부산,부산진구,840,,,,
2023-05,부산,동래구,7,,,,
2023-05,부산,남구,24,,,,
2023-05,부산,북구,133,,,,
2023-05,부산,해운대구,100,,,,
2023-05,부산,사하구,439,,,,
2023-05,부산,금정구,209,,,,
2023-05,부산,강서구,249,,,,
2023-05,부산,연제구,80,,,,
2023-05,부산,수영구,62,,,,
2023-05,부산,사상구,197,,,,
2023-05,부산,기장군,21,,,,
2023-05,대구,계,"12,733",,,,
2023-05,대구,중구,"1,085",,,,
2023-05,대구,동구,"1,619",,,,
2023-05,대구,서구,738,,,,
2023-05,대구,남구,"3,076",,,,
2023-05,대구,북구,"1,482",,,,
2023-05,대구,수성구,"2,271",,,,
2023-05,대구,달서구,"2,419",,,,
2023-05,대구,달성군,43,,,,
2023-05,인천,계,"2,697",,,,
2023-05,인천,중구,490,,,,
2023-05,인천,남동구,458,,,,
2023-05,인천,서구,249,,,,
2023-05,인천,연수구,369,,,,
2023-05,인천,미추홀구,"1,033",,,,
2023-05,인천,동구,0,,,,
2023-05,인천,부평구,87,,,,
2023-05,인천,계양구,0,,,,
2023-05,인천,강화군,11,,,,
2023-05,인천,옹진군,0,,,,
2023-05,광주,계,556,,,,
2023-05,광주,동구,144,,,,
2023-05,광주,서구,92,,,,
2023-05,광주,남구,137,,,,
2023-05,광주,북구,44,,,,
2023-05,광주,광산구,139,,,,
2023-05,대전,계,"2,026",,,,
2023-05,대전,동구,326,,,,
2023-05,대전,중구,861,,,,
2023-05,대전,서구,702,,,,
2023-05,대전,유성구,64,,,,
2023-05,대전,대덕구,73,,,,
2023-05,울산,계,"4,077",,,,
2023-05,울산,중구,106,,,,
2023-05,울산,남구,"1,783",,,,
2023-05,울산,동구,64,,,,
2023-05,울산,북구,41,,,,
2023-05,울산,울주군,"2,083",,,,
2023-05,경기,계,"6,958",,,,
2023-05,경기,수원시,20,,,,
2023-05,경기,성남시,74,,,,
2023-05,경기,의정부시,220,,,,
2023-05,경기,안양시,55,,,,
2023-05,경기,부천시,122,,,,
2023-05,경기,광명시,0,,,,
2023-05,경기,평택시,"1,749",,,,
2023-05,경기,동두천시,178,,,,
2023-05,경기,안산시,0,,,,
2023-05,경기,고양시,113,,,,
2023-05,경기,과천시,0,,,,
2023-05,경기,구리시,2,,,,
2023-05,경기,남양주시,168,,,,
2023-05,경기,오산시,4,,,,
2023-05,경기,시흥시,19,,,,
2023-05,경기,군포시,0,,,,
2023-05,경기,의왕시,182,,,,
2023-05,경기,하남시,2,,,,
2023-05,경기,용인시,326,,,,
2023-05,경기,파주시,1,,,,
2023-05,경기,이천시,3,,,,
2023-05,경기,안성시,"1,679",,,,
2023-05,경기,김포시,1,,,,
2023-05,경기,양주시,"1,027",,,,
2023-05,경기,여주시,0,,,,
2023-05,경기,화성시,407,,,,
2023-05,경기,광주시,205,,,,
2023-05,경기,연천군,228,,,,
2023-05,경기,포천시,0,,,,
2023-05,경기,가평군,7,,,,
2023-05,경기,양평군,166,,,,
2023-05,강원,계,"2,586",,,,
2023-05,강원,춘천시,157,,,,
2023-05,강원,원주시,"1,270",,,,
2023-05,강원,강릉시,300,,,,
2023-05,강원,동해시,16,,,,
2023-05,강원,태백시,0,,,,
2023-05,강원,속초시,165,,,,
2023-05,강원,삼척시,54,,,,
2023-05,강원,홍천군,5,,,,
2023-05,강원,횡성군,26,,,,
2023-05,강원,영월군,0,,,,
2023-05,강원,평창군,350,,,,
2023-05,강원,정선군,102,,,,
2023-05,강원,철원군,51,,,,
2023-05,강원,화천군,0,,,,
2023-05,강원,양구군,0,,,,
2023-05,강원,인제군,0,,,,
2023-05,강원,고성군,32,,,,
2023-05,강원,양양군,58,,,,
2023-05,충북,계,"4,088",,,,
2023-05,충북,청주시,151,,,,
2023-05,충북,충주시,21,,,,
2023-05,충북,제천시,654,,,,
2023-05,충북,보은군,0,,,,
2023-05,충북,옥천군,699,,,,
2023-05,충북,영동군,9,,,,
2023-05,충북,증평군,0,,,,
2023-05,충북,진천군,229,,,,
2023-05,충북,괴산군,0,,,,
2023-05,충북,음성군,"2,325",,,,
2023-05,충북,단양군,0,,,,
2023-05,충남,계,"7,131",,,,
2023-05,충남,천안시,"2,970",,,,
2023-05,충남,공주시,252,,,,
2023-05,충남,보령시,0,,,,
2023-05,충남,아산시,"1,860",,,,
2023-05,충남,서산시,224,,,,
2023-05,충남,논산시,104,,,,
2023-05,충남,계룡시,0,,,,
2023-05,충남,당진시,46,,,,
2023-05,충남,금산군,47,,,,
2023-05,충남,부여군,9,,,,
2023-05,충남,서천군,7,,,,
2023-05,충남,청양군,0,,,,
2023-05,충남,홍성군,"1,156",,,,
2023-05,충남,예산군,453,,,,
2023-05,충남,태안군,3,,,,
2023-05,세종,계,114,,,,
2023-05,세종,세종시,114,,,,
2023-05,전북,계,"4,015",,,,
2023-05,전북,전주시,95,,,,
2023-05,전북,군산시,"2,257",,,,
2023-05,전북,익산시,"1,037",,,,
2023-05,전북,정읍시,207,,,,
2023-05,전북,남원시,7,,,,
2023-05,전북,김제시,263,,,,
2023-05,전북,완주군,146,,,,
2023-05,전북,진안군,0,,,,
2023-05,전북,무주군,0,,,,
2023-05,전북,장수군,0,,,,
2023-05,전북,임실군,0,,,,
2023-05,전북,순창군,3,,,,
2023-05,전북,고창군,0,,,,
2023-05,전북,부안군,0,,,,
2023-05,전남,계,"3,021",,,,
2023-05,전남,목포시,247,,,,
2023-05,전남,여수시,115,,,,
2023-05,전남,순천시,327,,,,
2023-05,전남,나주시,128,,,,
2023-05,전남,광양시,"1,209",,,,
2023-05,전남,담양군,67,,,,
2023-05,전남,곡성군,0,,,,
2023-05,전남,구례군,5,,,,
2023-05,전남,고흥군,19,,,,
2023-05,전남,보성군,0,,,,
2023-05,전남,화순군,118,,,,
2023-05,전남,장흥군,83,,,,
2023-05,전남,강진군,0,,,,
2023-05,전남,해남군,28,,,,
2023-05,전남,영암군,357,,,,
2023-05,전남,무안군,39,,,,
2023-05,전남,함평군,226,,,,
2023-05,전남,영광군,0,,,,
2023-05,전남,장성군,53,,,,
2023-05,전남,완도군,0,,,,
2023-05,전남,진도군,0,,,,
2023-05,전남,신안군,0,,,,
2023-05,경북,계,"8,639",,,,
2023-05,경북,포항시,"5,489",,,,
2023-05,경북,경주시,"1,381",,,,
2023-05,경북,김천시,526,,,,
2023-05,경북,안동시,58,,,,
2023-05,경북,구미시,123,,,,
2023-05,경북,영주시,119,,,,
2023-05,경북,영천시,21,,,,
2023-05,경북,상주시,16,,,,
2023-05,경북,문경시,21,,,,
2023-05,경북,경산시,782,,,,
2023-05,경북,군위군,0,,,,
2023-05,경북,의성군,0,,,,
2023-05,경북,청송군,0,,,,
2023-05,경북,영양군,0,,,,
2023-05,경북,영덕군,0,,,,
2023-05,경북,청도군,45,,,,
2023-05,경북,고령군,0,,,,
2023-05,경북,성주군,0,,,,
2023-05,경북,칠곡군,0,,,,
2023-05,경북,예천군,0,,,,
2023-05,경북,봉화군,0,,,,
2023-05,경북,울진군,58,,,,
2023-05,경북,울릉군,0,,,,
2023-05,경남,계,"4,227",,,,
2023-05,경남,창원시,380,,,,
2023-05,경남,진주시,44,,,,
2023-05,경남,통영시,297,,,,
2023-05,경남,사천시,662,,,,
2023-05,경남,김해시,833,,,,
2023-05,경남,밀양시,52,,,,
2023-05,경남,거제시,945,,,,
2023-05,경남,양산시,523,,,,
2023-05,경남,의령군,0,,,,
2023-05,경남,함안군,0,,,,
2023-05,경남,창녕군,1,,,,
2023-05,경남,고성군,341,,,,
2023-05,경남,남해군,0,,,,
2023-05,경남,하동군,0,,,,
2023-05,경남,산청군,1,,,,
2023-05,경남,함양군,148,,,,
2023-05,경남,거창군,0,,,,
2023-05,경남,합천군,0,,,,
2023-05,제주,계,"1,961",,,,
2023-05,제주,제주시,"1,058",,,,
2023-05,제주,서귀포시,903,,,,
2023-06,서울,계,"1,181",,,,
2023-06,서울,종로구,0,,,,
2023-06,서울,중구,2,,,,
2023-06,서울,용산구,36,,,,
2023-06,서울,성동구,0,,,,
2023-06,서울,광진구,3,,,,
2023-06,서울,동대문구,52,,,,
2023-06,서울,중랑구,0,,,,
