주택건설실적통계(준공)(Statistics on Housing Construction(completion)) / 주택규모별 주택건설 준공실적(월계) (201007 ~ 202509),,,,,,,
다운로드 시간 : 2025-11-16   16:03,,,,,,,
,검색기간  : 201902 ~ 202302,검색분야 : 주택,작성주기 : 매월,,,,
2019-02,충북,40㎡이하,5,,,,
2019-02,충북,40~60㎡이하,18,,,,
2019-02,충북,60~85㎡이하,55,,,,
2019-02,충북,85~135㎡이하,109,,,,
2019-02,충북,135㎡초과,151,,,,
2019-02,충남,계,378,,,,
2019-02,충남,40㎡이하,14,,,,
2019-02,충남,40~60㎡이하,83,,,,
2019-02,충남,60~85㎡이하,55,,,,
2019-02,충남,85~135㎡이하,122,,,,
2019-02,충남,135㎡초과,104,,,,
2019-02,전북,계,"1,974",,,,
2019-02,전북,40㎡이하,153,,,,
2019-02,전북,40~60㎡이하,391,,,,
2019-02,전북,60~85㎡이하,"1,188",,,,
2019-02,전북,85~135㎡이하,165,,,,
2019-02,전북,135㎡초과,77,,,,
2019-02,전남,계,362,,,,
2019-02,전남,40㎡이하,2,,,,
2019-02,전남,40~60㎡이하,20,,,,
2019-02,전남,60~85㎡이하,46,,,,
2019-02,전남,85~135㎡이하,188,,,,
2019-02,전남,135㎡초과,106,,,,
2019-02,경북,계,"2,864",,,,
2019-02,경북,40㎡이하,7,,,,
2019-02,경북,40~60㎡이하,318,,,,
2019-02,경북,60~85㎡이하,"2,246",,,,
2019-02,경북,85~135㎡이하,212,,,,
2019-02,경북,135㎡초과,81,,,,
2019-02,경남,계,"7,527",,,,
2019-02,경남,40㎡이하,7,,,,
2019-02,경남,40~60㎡이하,914,,,,
2019-02,경남,60~85㎡이하,"5,678",,,,
2019-02,경남,85~135㎡이하,806,,,,
2019-02,경남,135㎡초과,122,,,,
2019-02,제주,계,446,,,,
2019-02,제주,40㎡이하,,,,,
2019-02,제주,40~60㎡이하,40,,,,
2019-02,제주,60~85㎡이하,144,,,,
2019-02,제주,85~135㎡이하,149,,,,
2019-02,제주,135㎡초과,113,,,,
2019-02,세종,계,"1,455",,,,
2019-02,세종,40㎡이하,,,,,
2019-02,세종,40~60㎡이하,784,,,,
2019-02,세종,60~85㎡이하,656,,,,
2019-02,세종,85~135㎡이하,4,,,,
2019-02,세종,135㎡초과,11,,,,
2019-03,총계,계,"36,914",,,,
2019-03,총계,40㎡이하,"2,646",,,,
2019-03,총계,40~60㎡이하,"6,492",,,,
2019-03,총계,60~85㎡이하,"21,679",,,,
2019-03,총계,85~135㎡이하,"3,945",,,,
2019-03,총계,135㎡초과,"2,152",,,,
2019-03,수도권소계,계,"21,092",,,,
2019-03,수도권소계,40㎡이하,"2,028",,,,
2019-03,수도권소계,40~60㎡이하,"2,873",,,,
2019-03,수도권소계,60~85㎡이하,"13,572",,,,
2019-03,수도권소계,85~135㎡이하,"1,690",,,,
2019-03,수도권소계,135㎡초과,929,,,,
2019-03,서울,계,"2,876",,,,
2019-03,서울,40㎡이하,801,,,,
2019-03,서울,40~60㎡이하,"1,075",,,,
2019-03,서울,60~85㎡이하,715,,,,
2019-03,서울,85~135㎡이하,34,,,,
2019-03,서울,135㎡초과,251,,,,
2019-03,인천,계,"1,765",,,,
2019-03,인천,40㎡이하,10,,,,
2019-03,인천,40~60㎡이하,219,,,,
2019-03,인천,60~85㎡이하,"1,300",,,,
2019-03,인천,85~135㎡이하,204,,,,
2019-03,인천,135㎡초과,32,,,,
2019-03,경기,계,"16,451",,,,
2019-03,경기,40㎡이하,"1,217",,,,
2019-03,경기,40~60㎡이하,"1,579",,,,
2019-03,경기,60~85㎡이하,"11,557",,,,
2019-03,경기,85~135㎡이하,"1,452",,,,
2019-03,경기,135㎡초과,646,,,,
2019-03,지방소계,계,"15,822",,,,
2019-03,지방소계,40㎡이하,618,,,,
2019-03,지방소계,40~60㎡이하,"3,619",,,,
2019-03,지방소계,60~85㎡이하,"8,107",,,,
2019-03,지방소계,85~135㎡이하,"2,255",,,,
2019-03,지방소계,135㎡초과,"1,223",,,,
2019-03,기타광역시,계,"3,944",,,,
2019-03,기타광역시,40㎡이하,304,,,,
2019-03,기타광역시,40~60㎡이하,891,,,,
2019-03,기타광역시,60~85㎡이하,"2,151",,,,
2019-03,기타광역시,85~135㎡이하,339,,,,
2019-03,기타광역시,135㎡초과,259,,,,
2019-03,부산,계,"2,530",,,,
2019-03,부산,40㎡이하,204,,,,
2019-03,부산,40~60㎡이하,888,,,,
2019-03,부산,60~85㎡이하,"1,252",,,,
2019-03,부산,85~135㎡이하,141,,,,
2019-03,부산,135㎡초과,45,,,,
2019-03,대구,계,137,,,,
2019-03,대구,40㎡이하,,,,,
2019-03,대구,40~60㎡이하,2,,,,
2019-03,대구,60~85㎡이하,13,,,,
2019-03,대구,85~135㎡이하,11,,,,
2019-03,대구,135㎡초과,111,,,,
2019-03,광주,계,"1,152",,,,
2019-03,광주,40㎡이하,100,,,,
2019-03,광주,40~60㎡이하,,,,,
2019-03,광주,60~85㎡이하,859,,,,
2019-03,광주,85~135㎡이하,137,,,,
2019-03,광주,135㎡초과,56,,,,
2019-03,대전,계,48,,,,
2019-03,대전,40㎡이하,,,,,
2019-03,대전,40~60㎡이하,,,,,
2019-03,대전,60~85㎡이하,17,,,,
2019-03,대전,85~135㎡이하,3,,,,
2019-03,대전,135㎡초과,28,,,,
2019-03,울산,계,77,,,,
2019-03,울산,40㎡이하,,,,,
2019-03,울산,40~60㎡이하,1,,,,
2019-03,울산,60~85㎡이하,10,,,,
2019-03,울산,85~135㎡이하,47,,,,
2019-03,울산,135㎡초과,19,,,,
2019-03,기타지방,계,"11,878",,,,
2019-03,기타지방,40㎡이하,314,,,,
2019-03,기타지방,40~60㎡이하,"2,728",,,,
2019-03,기타지방,60~85㎡이하,"5,956",,,,
2019-03,기타지방,85~135㎡이하,"1,916",,,,
2019-03,기타지방,135㎡초과,964,,,,
2019-03,강원,계,"1,266",,,,
2019-03,강원,40㎡이하,243,,,,
2019-03,강원,40~60㎡이하,7,,,,
2019-03,강원,60~85㎡이하,810,,,,
2019-03,강원,85~135㎡이하,112,,,,
2019-03,강원,135㎡초과,94,,,,
2019-03,충북,계,"1,394",,,,
2019-03,충북,40㎡이하,6,,,,
2019-03,충북,40~60㎡이하,86,,,,
2019-03,충북,60~85㎡이하,"1,147",,,,
2019-03,충북,85~135㎡이하,80,,,,
2019-03,충북,135㎡초과,75,,,,
2019-03,충남,계,658,,,,
2019-03,충남,40㎡이하,34,,,,
2019-03,충남,40~60㎡이하,10,,,,
2019-03,충남,60~85㎡이하,395,,,,
2019-03,충남,85~135㎡이하,105,,,,
2019-03,충남,135㎡초과,114,,,,
2019-03,전북,계,843,,,,
2019-03,전북,40㎡이하,2,,,,
2019-03,전북,40~60㎡이하,154,,,,
2019-03,전북,60~85㎡이하,334,,,,
2019-03,전북,85~135㎡이하,281,,,,
2019-03,전북,135㎡초과,72,,,,
2019-03,전남,계,"2,361",,,,
2019-03,전남,40㎡이하,2,,,,
2019-03,전남,40~60㎡이하,6,,,,
2019-03,전남,60~85㎡이하,"1,676",,,,
2019-03,전남,85~135㎡이하,567,,,,
2019-03,전남,135㎡초과,110,,,,
2019-03,경북,계,"3,980",,,,
2019-03,경북,40㎡이하,6,,,,
2019-03,경북,40~60㎡이하,"2,393",,,,
2019-03,경북,60~85㎡이하,"1,277",,,,
2019-03,경북,85~135㎡이하,236,,,,
2019-03,경북,135㎡초과,68,,,,
2019-03,경남,계,538,,,,
2019-03,경남,40㎡이하,10,,,,
2019-03,경남,40~60㎡이하,26,,,,
2019-03,경남,60~85㎡이하,57,,,,
2019-03,경남,85~135㎡이하,141,,,,
2019-03,경남,135㎡초과,304,,,,
2019-03,제주,계,631,,,,
2019-03,제주,40㎡이하,11,,,,
2019-03,제주,40~60㎡이하,46,,,,
2019-03,제주,60~85㎡이하,258,,,,
2019-03,제주,85~135㎡이하,197,,,,
2019-03,제주,135㎡초과,119,,,,
2019-03,세종,계,207,,,,
2019-03,세종,40㎡이하,,,,,
2019-03,세종,40~60㎡이하,,,,,
2019-03,세종,60~85㎡이하,2,,,,
2019-03,세종,85~135㎡이하,197,,,,
2019-03,세종,135㎡초과,8,,,,
2019-04,총계,계,"39,769",,,,
2019-04,총계,40㎡이하,"7,494",,,,
2019-04,총계,40~60㎡이하,"8,384",,,,
2019-04,총계,60~85㎡이하,"17,751",,,,
2019-04,총계,85~135㎡이하,"4,365",,,,
2019-04,총계,135㎡초과,"1,775",,,,
2019-04,수도권소계,계,"18,447",,,,
2019-04,수도권소계,40㎡이하,"3,736",,,,
2019-04,수도권소계,40~60㎡이하,"5,668",,,,
2019-04,수도권소계,60~85㎡이하,"7,110",,,,
2019-04,수도권소계,85~135㎡이하,"1,079",,,,
2019-04,수도권소계,135㎡초과,854,,,,
2019-04,서울,계,"4,588",,,,
2019-04,서울,40㎡이하,"1,195",,,,
2019-04,서울,40~60㎡이하,"2,218",,,,
2019-04,서울,60~85㎡이하,858,,,,
2019-04,서울,85~135㎡이하,126,,,,
2019-04,서울,135㎡초과,191,,,,
2019-04,인천,계,709,,,,
2019-04,인천,40㎡이하,20,,,,
2019-04,인천,40~60㎡이하,410,,,,
2019-04,인천,60~85㎡이하,191,,,,
2019-04,인천,85~135㎡이하,61,,,,
2019-04,인천,135㎡초과,27,,,,
2019-04,경기,계,"13,150",,,,
2019-04,경기,40㎡이하,"2,521",,,,
2019-04,경기,40~60㎡이하,"3,040",,,,
2019-04,경기,60~85㎡이하,"6,061",,,,
2019-04,경기,85~135㎡이하,892,,,,
2019-04,경기,135㎡초과,636,,,,
2019-04,지방소계,계,"21,322",,,,
2019-04,지방소계,40㎡이하,"3,758",,,,
2019-04,지방소계,40~60㎡이하,"2,716",,,,
2019-04,지방소계,60~85㎡이하,"10,641",,,,
2019-04,지방소계,85~135㎡이하,"3,286",,,,
2019-04,지방소계,135㎡초과,921,,,,
2019-04,기타광역시,계,"7,504",,,,
2019-04,기타광역시,40㎡이하,921,,,,
2019-04,기타광역시,40~60㎡이하,668,,,,
2019-04,기타광역시,60~85㎡이하,"4,232",,,,
2019-04,기타광역시,85~135㎡이하,"1,456",,,,
2019-04,기타광역시,135㎡초과,227,,,,
2019-04,부산,계,"2,410",,,,
2019-04,부산,40㎡이하,198,,,,
2019-04,부산,40~60㎡이하,632,,,,
2019-04,부산,60~85㎡이하,988,,,,
2019-04,부산,85~135㎡이하,537,,,,
2019-04,부산,135㎡초과,55,,,,
2019-04,대구,계,"2,353",,,,
2019-04,대구,40㎡이하,1,,,,
2019-04,대구,40~60㎡이하,5,,,,
2019-04,대구,60~85㎡이하,"1,748",,,,
2019-04,대구,85~135㎡이하,531,,,,
2019-04,대구,135㎡초과,68,,,,
2019-04,광주,계,690,,,,
2019-04,광주,40㎡이하,0,,,,
2019-04,광주,40~60㎡이하,0,,,,
2019-04,광주,60~85㎡이하,463,,,,
2019-04,광주,85~135㎡이하,182,,,,
2019-04,광주,135㎡초과,45,,,,
2019-04,대전,계,810,,,,
2019-04,대전,40㎡이하,720,,,,
2019-04,대전,40~60㎡이하,28,,,,
2019-04,대전,60~85㎡이하,0,,,,
2019-04,대전,85~135㎡이하,28,,,,
2019-04,대전,135㎡초과,34,,,,
2019-04,울산,계,"1,241",,,,
2019-04,울산,40㎡이하,2,,,,
2019-04,울산,40~60㎡이하,3,,,,
2019-04,울산,60~85㎡이하,"1,033",,,,
2019-04,울산,85~135㎡이하,178,,,,
2019-04,울산,135㎡초과,25,,,,
2019-04,기타지방,계,"13,818",,,,
2019-04,기타지방,40㎡이하,"2,837",,,,
2019-04,기타지방,40~60㎡이하,"2,048",,,,
2019-04,기타지방,60~85㎡이하,"6,409",,,,
2019-04,기타지방,85~135㎡이하,"1,830",,,,
2019-04,기타지방,135㎡초과,694,,,,
2019-04,강원,계,"2,302",,,,
2019-04,강원,40㎡이하,9,,,,
2019-04,강원,40~60㎡이하,571,,,,
2019-04,강원,60~85㎡이하,"1,260",,,,
2019-04,강원,85~135㎡이하,384,,,,
2019-04,강원,135㎡초과,78,,,,
2019-04,충북,계,"1,122",,,,
2019-04,충북,40㎡이하,6,,,,
2019-04,충북,40~60㎡이하,250,,,,
2019-04,충북,60~85㎡이하,638,,,,
2019-04,충북,85~135㎡이하,169,,,,
2019-04,충북,135㎡초과,59,,,,
2019-04,충남,계,"1,462",,,,
2019-04,충남,40㎡이하,"1,115",,,,
2019-04,충남,40~60㎡이하,64,,,,
2019-04,충남,60~85㎡이하,67,,,,
2019-04,충남,85~135㎡이하,139,,,,
2019-04,충남,135㎡초과,77,,,,
2019-04,전북,계,297,,,,
2019-04,전북,40㎡이하,19,,,,
2019-04,전북,40~60㎡이하,8,,,,
2019-04,전북,60~85㎡이하,104,,,,
2019-04,전북,85~135㎡이하,118,,,,
2019-04,전북,135㎡초과,48,,,,
2019-04,전남,계,"1,406",,,,
2019-04,전남,40㎡이하,44,,,,
2019-04,전남,40~60㎡이하,510,,,,
2019-04,전남,60~85㎡이하,641,,,,
2019-04,전남,85~135㎡이하,120,,,,
2019-04,전남,135㎡초과,91,,,,
2019-04,경북,계,"2,718",,,,
2019-04,경북,40㎡이하,8,,,,
2019-04,경북,40~60㎡이하,198,,,,
2019-04,경북,60~85㎡이하,"2,139",,,,
2019-04,경북,85~135㎡이하,280,,,,
2019-04,경북,135㎡초과,93,,,,
2019-04,경남,계,"2,481",,,,
2019-04,경남,40㎡이하,"1,208",,,,
2019-04,경남,40~60㎡이하,60,,,,
2019-04,경남,60~85㎡이하,901,,,,
2019-04,경남,85~135㎡이하,185,,,,
2019-04,경남,135㎡초과,127,,,,
2019-04,제주,계,562,,,,
2019-04,제주,40㎡이하,7,,,,
2019-04,제주,40~60㎡이하,87,,,,
2019-04,제주,60~85㎡이하,228,,,,
2019-04,제주,85~135㎡이하,131,,,,
2019-04,제주,135㎡초과,109,,,,
2019-04,세종,계,"1,468",,,,
2019-04,세종,40㎡이하,421,,,,
2019-04,세종,40~60㎡이하,300,,,,
2019-04,세종,60~85㎡이하,431,,,,
2019-04,세종,85~135㎡이하,304,,,,
2019-04,세종,135㎡초과,12,,,,
2019-05,총계,계,"43,394",,,,
2019-05,총계,40㎡이하,"5,866",,,,
2019-05,총계,40~60㎡이하,"9,618",,,,
2019-05,총계,60~85㎡이하,"19,870",,,,
2019-05,총계,85~135㎡이하,"6,344",,,,
2019-05,총계,135㎡초과,"1,696",,,,
2019-05,수도권소계,계,"24,926",,,,
2019-05,수도권소계,40㎡이하,"4,041",,,,
2019-05,수도권소계,40~60㎡이하,"8,097",,,,
2019-05,수도권소계,60~85㎡이하,"9,184",,,,
2019-05,수도권소계,85~135㎡이하,"2,894",,,,
2019-05,수도권소계,135㎡초과,710,,,,
2019-05,서울,계,"4,229",,,,
2019-05,서울,40㎡이하,"1,617",,,,
2019-05,서울,40~60㎡이하,"1,663",,,,
2019-05,서울,60~85㎡이하,610,,,,
2019-05,서울,85~135㎡이하,125,,,,
2019-05,서울,135㎡초과,214,,,,
2019-05,인천,계,"1,657",,,,
2019-05,인천,40㎡이하,1,,,,
2019-05,인천,40~60㎡이하,223,,,,
2019-05,인천,60~85㎡이하,"1,249",,,,
2019-05,인천,85~135㎡이하,143,,,,
2019-05,인천,135㎡초과,41,,,,
2019-05,경기,계,"19,040",,,,
2019-05,경기,40㎡이하,"2,423",,,,
2019-05,경기,40~60㎡이하,"6,211",,,,
2019-05,경기,60~85㎡이하,"7,325",,,,
2019-05,경기,85~135㎡이하,"2,626",,,,
2019-05,경기,135㎡초과,455,,,,
2019-05,지방소계,계,"18,468",,,,
2019-05,지방소계,40㎡이하,"1,825",,,,
2019-05,지방소계,40~60㎡이하,"1,521",,,,
2019-05,지방소계,60~85㎡이하,"10,686",,,,
2019-05,지방소계,85~135㎡이하,"3,450",,,,
2019-05,지방소계,135㎡초과,986,,,,
2019-05,기타광역시,계,"6,449",,,,
2019-05,기타광역시,40㎡이하,"1,647",,,,
2019-05,기타광역시,40~60㎡이하,204,,,,
2019-05,기타광역시,60~85㎡이하,"3,327",,,,
2019-05,기타광역시,85~135㎡이하,"1,011",,,,
2019-05,기타광역시,135㎡초과,260,,,,
2019-05,부산,계,"3,470",,,,
2019-05,부산,40㎡이하,244,,,,
2019-05,부산,40~60㎡이하,104,,,,
2019-05,부산,60~85㎡이하,"2,448",,,,
2019-05,부산,85~135㎡이하,557,,,,
2019-05,부산,135㎡초과,117,,,,
2019-05,대구,계,93,,,,
2019-05,대구,40㎡이하,,,,,
2019-05,대구,40~60㎡이하,3,,,,
2019-05,대구,60~85㎡이하,11,,,,
2019-05,대구,85~135㎡이하,23,,,,
2019-05,대구,135㎡초과,56,,,,
2019-05,광주,계,941,,,,
2019-05,광주,40㎡이하,456,,,,
2019-05,광주,40~60㎡이하,95,,,,
2019-05,광주,60~85㎡이하,267,,,,
2019-05,광주,85~135㎡이하,92,,,,
2019-05,광주,135㎡초과,31,,,,
2019-05,대전,계,71,,,,
2019-05,대전,40㎡이하,1,,,,
2019-05,대전,40~60㎡이하,1,,,,
2019-05,대전,60~85㎡이하,11,,,,
2019-05,대전,85~135㎡이하,30,,,,
2019-05,대전,135㎡초과,28,,,,
2019-05,울산,계,"1,874",,,,
2019-05,울산,40㎡이하,946,,,,
2019-05,울산,40~60㎡이하,1,,,,
2019-05,울산,60~85㎡이하,590,,,,
2019-05,울산,85~135㎡이하,309,,,,
2019-05,울산,135㎡초과,28,,,,
2019-05,기타지방,계,"12,019",,,,
2019-05,기타지방,40㎡이하,178,,,,
2019-05,기타지방,40~60㎡이하,"1,317",,,,
2019-05,기타지방,60~85㎡이하,"7,359",,,,
2019-05,기타지방,85~135㎡이하,"2,439",,,,
2019-05,기타지방,135㎡초과,726,,,,
2019-05,강원,계,887,,,,
2019-05,강원,40㎡이하,31,,,,
2019-05,강원,40~60㎡이하,246,,,,
2019-05,강원,60~85㎡이하,366,,,,
2019-05,강원,85~135㎡이하,155,,,,
2019-05,강원,135㎡초과,89,,,,
2019-05,충북,계,366,,,,
2019-05,충북,40㎡이하,87,,,,
2019-05,충북,40~60㎡이하,52,,,,
2019-05,충북,60~85㎡이하,53,,,,
2019-05,충북,85~135㎡이하,76,,,,
2019-05,충북,135㎡초과,98,,,,
2019-05,충남,계,"1,379",,,,
2019-05,충남,40㎡이하,15,,,,
2019-05,충남,40~60㎡이하,276,,,,
2019-05,충남,60~85㎡이하,885,,,,
2019-05,충남,85~135㎡이하,125,,,,
2019-05,충남,135㎡초과,78,,,,
2019-05,전북,계,300,,,,
2019-05,전북,40㎡이하,5,,,,
2019-05,전북,40~60㎡이하,8,,,,
2019-05,전북,60~85㎡이하,26,,,,
2019-05,전북,85~135㎡이하,172,,,,
2019-05,전북,135㎡초과,89,,,,
2019-05,전남,계,974,,,,
2019-05,전남,40㎡이하,15,,,,
2019-05,전남,40~60㎡이하,145,,,,
2019-05,전남,60~85㎡이하,429,,,,
2019-05,전남,85~135㎡이하,306,,,,
2019-05,전남,135㎡초과,79,,,,
2019-05,경북,계,"1,090",,,,
2019-05,경북,40㎡이하,10,,,,
2019-05,경북,40~60㎡이하,14,,,,
2019-05,경북,60~85㎡이하,685,,,,
2019-05,경북,85~135㎡이하,312,,,,
2019-05,경북,135㎡초과,69,,,,
2019-05,경남,계,"4,055",,,,
2019-05,경남,40㎡이하,6,,,,
2019-05,경남,40~60㎡이하,106,,,,
2019-05,경남,60~85㎡이하,"3,127",,,,
2019-05,경남,85~135㎡이하,697,,,,
2019-05,경남,135㎡초과,119,,,,
2019-05,제주,계,900,,,,
2019-05,제주,40㎡이하,9,,,,
2019-05,제주,40~60㎡이하,38,,,,
2019-05,제주,60~85㎡이하,471,,,,
2019-05,제주,85~135㎡이하,285,,,,
2019-05,제주,135㎡초과,97,,,,
2019-05,세종,계,"2,068",,,,
2019-05,세종,40㎡이하,,,,,
2019-05,세종,40~60㎡이하,432,,,,
2019-05,세종,60~85㎡이하,"1,317",,,,
2019-05,세종,85~135㎡이하,311,,,,
2019-05,세종,135㎡초과,8,,,,
2019-06,총계,계,"54,568",,,,
2019-06,총계,40㎡이하,"4,258",,,,
2019-06,총계,40~60㎡이하,"11,812",,,,
2019-06,총계,60~85㎡이하,"31,327",,,,
2019-06,총계,85~135㎡이하,"5,474",,,,
2019-06,총계,135㎡초과,"1,697",,,,
2019-06,수도권소계,계,"34,933",,,,
2019-06,수도권소계,40㎡이하,"3,320",,,,
2019-06,수도권소계,40~60㎡이하,"8,712",,,,
2019-06,수도권소계,60~85㎡이하,"19,496",,,,
2019-06,수도권소계,85~135㎡이하,"2,718",,,,
2019-06,수도권소계,135㎡초과,687,,,,
2019-06,서울,계,"7,144",,,,
2019-06,서울,40㎡이하,"1,840",,,,
2019-06,서울,40~60㎡이하,"3,133",,,,
2019-06,서울,60~85㎡이하,"1,648",,,,
2019-06,서울,85~135㎡이하,409,,,,
2019-06,서울,135㎡초과,114,,,,
2019-06,인천,계,411,,,,
2019-06,인천,40㎡이하,2,,,,
2019-06,인천,40~60㎡이하,38,,,,
2019-06,인천,60~85㎡이하,290,,,,
2019-06,인천,85~135㎡이하,35,,,,
2019-06,인천,135㎡초과,46,,,,
2019-06,경기,계,"27,378",,,,
2019-06,경기,40㎡이하,"1,478",,,,
2019-06,경기,40~60㎡이하,"5,541",,,,
2019-06,경기,60~85㎡이하,"17,558",,,,
2019-06,경기,85~135㎡이하,"2,274",,,,
2019-06,경기,135㎡초과,527,,,,
2019-06,지방소계,계,"19,635",,,,
2019-06,지방소계,40㎡이하,938,,,,
2019-06,지방소계,40~60㎡이하,"3,100",,,,
2019-06,지방소계,60~85㎡이하,"11,831",,,,
2019-06,지방소계,85~135㎡이하,"2,756",,,,
2019-06,지방소계,135㎡초과,"1,010",,,,
2019-06,기타광역시,계,"9,616",,,,
2019-06,기타광역시,40㎡이하,819,,,,
2019-06,기타광역시,40~60㎡이하,"1,407",,,,
2019-06,기타광역시,60~85㎡이하,"6,697",,,,
2019-06,기타광역시,85~135㎡이하,535,,,,
2019-06,기타광역시,135㎡초과,158,,,,
2019-06,부산,계,"2,288",,,,
2019-06,부산,40㎡이하,255,,,,
2019-06,부산,40~60㎡이하,668,,,,
2019-06,부산,60~85㎡이하,"1,053",,,,
2019-06,부산,85~135㎡이하,296,,,,
2019-06,부산,135㎡초과,16,,,,
2019-06,대구,계,999,,,,
2019-06,대구,40㎡이하,,,,,
2019-06,대구,40~60㎡이하,204,,,,
2019-06,대구,60~85㎡이하,722,,,,
2019-06,대구,85~135㎡이하,41,,,,
2019-06,대구,135㎡초과,32,,,,
2019-06,광주,계,"4,471",,,,
2019-06,광주,40㎡이하,564,,,,
2019-06,광주,40~60㎡이하,417,,,,
2019-06,광주,60~85㎡이하,"3,393",,,,
2019-06,광주,85~135㎡이하,75,,,,
2019-06,광주,135㎡초과,22,,,,
2019-06,대전,계,"1,144",,,,
2019-06,대전,40㎡이하,,,,,
2019-06,대전,40~60㎡이하,85,,,,
2019-06,대전,60~85㎡이하,886,,,,
2019-06,대전,85~135㎡이하,105,,,,
2019-06,대전,135㎡초과,68,,,,
2019-06,울산,계,714,,,,
2019-06,울산,40㎡이하,,,,,
2019-06,울산,40~60㎡이하,33,,,,
2019-06,울산,60~85㎡이하,643,,,,
2019-06,울산,85~135㎡이하,18,,,,
2019-06,울산,135㎡초과,20,,,,
2019-06,기타지방,계,"10,019",,,,
2019-06,기타지방,40㎡이하,119,,,,
2019-06,기타지방,40~60㎡이하,"1,693",,,,
